stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,gini_house_walk15,gini_house_multimodal,walk15_mean_price,multimodal_mean_price,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
008155,8.18,0.482,74,4.65,2.44,3.205,30,26,68,22,83,16,242,32,156,9,8,9,3,13,2,52,3,20,2.094,6.086,Közvágóhíd H,47.468737,19.072756,1393,0.0001355943240673,0.0063944909001475,0.0797974643796365,0.1612484596000295,0.1589,0.2165,0.703,0.545,0.175083,0.192145,0.458493,0.464453
008156,6.835,0.5764,68,7.468,8.943,7.152,1,5,26,4,34,6,25,11,6,1,0,1,0,7,0,0,2,0,3.184,3.651,Új köztemető,47.473586,19.178326,508,0.0870343112500822,0.0044269552385636,0.0808253488649465,0.0892822684167254,0.1301,0.1401,0.483,0.446,0.106915,0.129048,0.347881,0.369343
008164,11.15,0.4524,132,10.351,5.776,3.644,5,30,46,11,122,11,93,53,73,1,9,8,4,50,2,24,16,23,2.606,8.544,Örs vezér tere M+H,47.501382,19.136585,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1453,0.1398,0.537,0.516,0.167674,0.148337,0.479389,0.439633
008165,10.963,0.4445,131,10.057,5.779,3.646,5,30,46,11,122,11,92,53,73,1,11,12,4,55,2,26,19,27,2.863,8.1,Örs vezér tere M+H,47.501849,19.136467,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1392,0.1398,0.536,0.516,0.164582,0.148312,0.478499,0.439493
008168,6.391,0.6377,60,3.869,10.8,12.347,3,7,17,3,25,5,25,14,13,0,5,11,1,12,2,5,9,6,2.635,3.756,I. utca,47.400994,19.002739,1664,1.3654308179546387e-11,0.0014756517461878,0.0427666870017039,0.0022199373394966,0.1652,0.1791,0.427,0.391,0.122187,0.131098,0.222794,0.221582
008169,6.377,0.5507,60,3.533,10.786,12.325,5,9,19,2,30,4,26,17,15,0,5,10,1,11,2,8,9,6,2.717,3.66,I. utca,47.400904,19.003494,1664,1.3654308179546387e-11,0.0014756517461878,0.0427666870017039,0.0022199373394966,0.1624,0.1791,0.427,0.391,0.12399,0.14254,0.227695,0.245616
008170,4.811,0.6133,37,3.407,12.569,14.213,6,8,13,3,23,3,24,10,12,5,2,4,2,14,2,4,4,1,2.23,2.581,Angeli utca / Nagytétényi út,47.390622,18.981,1619,6.42583820056799e-10,0.0014756517461878,0.0448825503355704,0.0077155902866327,0.1673,0.0185,0.351,0.135,0.183492,0.14982,0.246369,0.233668
008206,7.616,0.5664,69,3.649,3.974,2.66,33,31,59,22,62,26,179,48,93,5,8,10,8,20,7,32,10,13,2.835,4.781,Mexikói út M,47.519261,19.091048,426,0.0007571010298928,0.0024594195769798,0.0768068306320601,0.0247944210129244,0.1403,0.1414,0.585,0.595,0.159345,0.18838,0.49509,0.453732
008209,5.879,0.434,67,1.994,4.765,3.155,3,22,40,14,59,10,72,37,69,1,14,20,8,18,8,38,15,47,3.208,2.671,Nagy Lajos király útja / Czobor utca,47.52217,19.102815,778,0.0005329752043655,0.0024594195769798,0.0718501502032161,0.0056392004764305,0.1529,0.1428,0.571,0.6,0.129866,0.130693,0.46204,0.4623
008218,6.325,0.213,73,2.086,1.551,3.191,146,70,145,31,130,48,1191,61,321,56,20,33,9,30,18,504,14,123,1.898,4.4270000000000005,Széchenyi István tér,47.499014,19.047022,363,0.0004014029100379,0.0019675356615838,0.0860310608945876,0.0017969706734236,0.1696,0.1925,1.086,0.813,0.262123,0.251337,0.446218,0.460808
008222,11.266,0.4075,136,10.252,5.829,3.689,7,33,55,11,127,12,95,54,83,1,15,17,4,68,2,30,22,36,3.164,8.102,Örs vezér tere M+H,47.503684,19.136443,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.13,0.1398,0.534,0.516,0.159804,0.150043,0.477618,0.442754
008238,4.962,0.4076,43,1.789,1.689,3.242,94,38,77,26,114,25,647,48,192,49,20,37,9,34,16,460,14,125,1.948,3.014,Széchenyi István tér,47.500543,19.04669,362,0.0005553820924106,0.0019675356615838,0.0857118765546608,0.0031332421624525,0.1707,0.1127,1.069,0.798,0.260741,0.235442,0.452559,0.454399
008239,6.321,0.5414,66,4.146,2.198,2.946,27,27,51,14,55,9,233,18,75,11,12,22,7,19,4,69,7,27,2.385,3.936,Müpa - Nemzeti Színház H,47.471165,19.073129,1392,9.458906759474942e-05,0.0014756517461878,0.0802637293221208,0.0317728791770935,0.1417,0.1702,0.671,0.634,0.193705,0.199873,0.463822,0.454272
008240,6.189,0.4923,61,2.179,2.183,2.922,43,40,75,20,79,19,417,27,150,11,13,25,7,18,4,78,10,29,2.422,3.767,Müpa - Nemzeti Színház H,47.471354,19.073301,1392,9.458906759474942e-05,0.0014756517461878,0.0802637293221208,0.0317728791770935,0.1413,0.1697,0.671,0.357,0.200094,0.21338,0.46446,0.490166
008241,5.101,0.3153,46,1.47,4.873,3.517,14,18,36,14,47,12,78,27,62,0,8,9,5,10,3,16,7,14,2.34,2.761,Szőnyi út,47.526625,19.09622,773,0.0002754924540472,0.0014756517461878,0.0686198400108009,0.0005195197685263,0.1484,0.1374,0.585,0.594,0.148244,0.18188,0.460575,0.470982
008242,7.114,0.3697,64,2.157,4.515,3.188,25,29,51,20,69,20,135,47,83,1,10,15,10,15,4,25,9,23,3.232,3.882,Teleki Blanka utca,47.523865,19.093761,777,0.0002150161865272,0.0009837678307919,0.0724828864803194,0.0001681175755147,0.1382,0.1374,0.583,0.594,0.168606,0.192836,0.476698,0.468692
008243,3.183,0.5967,28,1.051,10.874,9.333,0,7,18,4,28,6,16,8,21,0,2,3,1,8,1,1,4,4,2.393,0.79,Szántóföld utca,47.572244,19.13883,1796,4.6220527559611916e-08,0.0014756517461878,0.0517408123791102,0.0028719570015407,0.1337,0.1503,0.418,0.446,0.150549,0.12816,0.187607,0.317907
008245,6.207,0.2164,52,2.877,6.609,5.006,3,14,31,7,43,13,36,19,56,1,5,15,5,32,4,12,10,17,3.386,2.821,Kolozsvár utcai piac,47.536842,19.114916,831,2.6489288483362083e-06,0.0009837678307919,0.0575545678453132,0.0003795253709558,0.179,0.2037,0.49,0.49,0.122686,0.124969,0.398739,0.421092
008246,5.955,0.2034,53,1.991,8.848,7.148,1,13,38,8,54,15,30,17,34,1,6,14,0,46,1,16,6,15,3.075,2.88,Rákospalotai köztemető,47.55124,19.13601,814,3.915888422728049e-06,0.0009837678307919,0.0590010738021301,0.0040849258969372,0.1162,0.1451,0.433,0.418,0.135925,0.127619,0.420006,0.404432
008260,5.353,0.5409,55,1.742,6.582,7.896,3,8,17,17,41,7,37,33,18,2,4,8,5,19,1,13,14,6,2.94,2.413,Nagybányai út,47.528476,18.996294,1993,1.6048401883268742e-07,0.0009837678307919,0.0544908735157736,0.0047295024489019,0.1623,0.1477,0.819,0.829,0.132338,0.136004,0.240975,0.313113
008261,4.99,0.7403,47,1.853,6.565,7.879,4,7,17,9,31,5,38,27,18,2,4,8,5,20,1,13,15,6,2.983,2.007,Nagybányai út,47.528368,18.996467,1993,1.6048401883268742e-07,0.0009837678307919,0.0544908735157736,0.0047295024489019,0.164,0.1478,0.825,0.83,0.133143,0.140091,0.239933,0.29026
008262,5.763,0.3173,58,4.715,3.539,1.585,15,20,45,8,42,12,70,16,33,5,5,14,1,11,3,22,9,8,2.852,2.911,Hidegkuti Nándor Stadion,47.49069,19.10891,605,0.0028787291558256,0.0019675356615838,0.083162889634296,0.0094467022880192,0.2095,0.1602,0.596,0.606,0.190996,0.195505,0.481671,0.477865
008265,7.949,0.3265,77,4.928,2.459,3.184,26,23,48,16,63,7,157,27,55,10,8,10,3,13,2,48,3,19,2.262,5.686999999999999,Közvágóhíd H,47.468737,19.073486,1393,0.0001355943240673,0.0063944909001475,0.0797974643796365,0.1612484596000295,0.1591,0.2156,0.698,0.545,0.169868,0.200241,0.44615,0.447472
008269,2.766,0.9204,22,0.341,2.632,1.304,9,9,46,5,35,16,52,25,15,7,5,21,5,30,6,23,13,3,2.793,-0.0270000000000001,Delej utca,47.484694,19.096209,452,8.837059802932909e-06,0.0009837678307919,0.0627198124267292,0.0002074114691277,0.1494,0.1551,0.511,0.637,0.21812,0.237202,0.489931,0.485533
008270,2.632,0.9477,19,0.157,2.652,1.334,3,4,25,2,23,10,19,11,7,6,5,20,5,27,6,24,11,3,2.784,-0.1519999999999997,Delej utca,47.48446,19.096407,452,8.837059802932909e-06,0.0009837678307919,0.0627198124267292,0.0002074114691277,0.149,0.1551,0.512,0.637,0.218613,0.239222,0.488858,0.449751
008272,7.729,0.5219,72,5.224,2.817,3.355,23,20,46,15,60,6,152,24,53,10,8,9,2,10,2,38,3,14,2.514,5.215,Közvágóhíd,47.466285,19.07717,1393,0.0001355943240673,0.0063944909001475,0.0797974643796365,0.1612484596000295,0.1607,0.2165,0.697,0.545,0.159034,0.18151,0.422488,0.445306
008283,5.133,0.7888,44,1.75,11.546,10.553,0,7,17,7,32,4,16,7,4,0,0,2,3,15,0,1,5,0,3.247,1.886,Óceán-árok utca,47.589986,19.100345,1785,1.6468463754185834e-10,0.0009837678307919,0.0479447208923896,0.0,0.1643,0.1459,0.487,0.48,0.123111,0.133589,0.253687,0.325131
008284,4.483,0.8026,40,2.402,11.612,10.602,0,3,20,5,38,3,13,9,5,0,0,3,2,17,0,1,5,0,3.323,1.1599999999999997,Óceán-árok utca,47.590345,19.101781,1785,1.6468463754185834e-10,0.0009837678307919,0.0479447208923896,0.0,0.1546,0.1459,0.502,0.48,0.123775,0.134501,0.27569,0.332043
008286,7.659,0.3002,78,4.166,3.168,2.257,24,28,59,14,93,13,101,38,34,5,4,13,4,27,4,27,12,4,3.231,4.428,Népliget M,47.476294,19.099288,616,0.0021332082339371,0.0029513034923757,0.0935357717966413,0.2155050729768478,0.1683,0.1868,0.569,0.554,0.214807,0.194729,0.457993,0.484618
008287,7.573,0.5156,69,4.18,3.142,2.243,45,42,81,18,110,16,298,50,95,5,4,14,4,26,4,26,13,4,3.179,4.394,Népliget M,47.476345,19.098937,616,0.0021332082339371,0.0029513034923757,0.0935357717966413,0.2155050729768478,0.176,0.193,0.546,0.566,0.216248,0.214619,0.462941,0.485905
008289,6.686,0.3068,65,1.721,9.787,8.561,0,20,39,9,104,11,40,30,29,0,9,10,3,51,3,17,8,15,3.27,3.416,Szilágyi utca,47.570877,19.11133,1870,3.5829841886959125e-08,0.0019675356615838,0.0510688537767841,0.0031359282892887,0.1626,0.1397,0.475,0.48,0.122909,0.130439,0.334825,0.389675
008336,2.674,0.4804,19,0.965,10.318,11.751,6,4,7,1,12,3,22,8,14,1,3,4,0,8,1,14,7,9,1.892,0.782,Növény utca,47.402071,19.01581,1669,8.059036393441836e-11,0.0019675356615838,0.0462192515800482,0.0054059844332865,0.1099,0.175,0.498,0.455,0.133395,0.134748,0.256339,0.270373
008337,1.41,0.445,9,0.32,10.327,11.765,2,3,4,0,5,2,16,3,12,1,3,5,0,9,2,14,7,10,2.127,-0.7169999999999999,Növény utca,47.402125,19.015254,1669,8.059036393441836e-11,0.0019675356615838,0.0462192515800482,0.0054059844332865,0.123,0.175,0.476,0.455,0.134984,0.143085,0.264311,0.274806
008341,5.927,0.3564,51,1.627,7.805,6.07,2,13,37,11,80,7,33,20,34,2,9,24,5,66,8,16,14,28,3.23,2.697,Templom tér,47.542367,19.130057,843,9.508478162183406e-06,0.0009837678307919,0.0576541319267199,0.0001925618776343,0.1538,0.0934,0.447,0.462,0.108251,0.116549,0.467374,0.430297
008344,5.943,0.3533,83,2.322,3.327,5.297,25,31,51,22,61,15,156,32,129,13,18,36,15,36,8,76,25,80,3.614,2.329,Királyhágó tér,47.495421,19.018729,1250,8.954168678138652e-05,0.0024594195769798,0.0704679376083188,0.0144882939876948,0.143,0.1535,0.777,0.783,0.190826,0.205609,0.4183,0.414362
008353,5.519,0.5148,46,2.326,7.178,5.5,2,10,33,8,83,7,30,15,29,2,7,20,3,42,7,14,12,18,3.448,2.071,Észak-Pesti Kórház,47.539377,19.122388,836,9.619977071863044e-06,0.0009837678307919,0.0582604957730333,0.0009381457402761,0.1885,0.1467,0.456,0.437,0.116989,0.116657,0.429757,0.425602
008379,6.126,0.5085,71,2.256,4.954,3.147,10,8,27,3,44,12,34,15,23,6,8,24,4,28,8,23,12,21,2.999,3.127,Kőbánya alsó vasútállomás,47.483885,19.127207,582,0.0048348839022844,0.0009837678307919,0.0755621631666976,0.0,0.1539,0.1356,0.46,0.472,0.151356,0.150723,0.434372,0.399261
008380,6.151,0.3616,67,3.313,5.032,3.239,10,9,29,3,51,12,32,18,24,7,8,24,3,26,8,22,11,21,3.138,3.013,Kőbánya alsó vasútállomás,47.483256,19.12813,582,0.0048348839022844,0.0009837678307919,0.0755621631666976,0.0,0.1533,0.1356,0.46,0.472,0.151288,0.14823,0.427428,0.412953
008382,11.623,0.4625,144,10.301,5.823,3.687,5,37,53,11,126,11,104,54,95,1,14,14,4,60,2,27,21,27,2.83,8.793,Örs vezér tere M+H,47.502448,19.136843,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1406,0.1398,0.535,0.516,0.163728,0.146741,0.481053,0.439342
008383,11.684,0.3854,139,10.375,5.814,3.677,7,34,59,12,129,14,98,55,86,1,13,13,4,58,2,27,19,28,2.85,8.834,Örs vezér tere M+H,47.502623,19.136654,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1391,0.1398,0.534,0.516,0.16395,0.151216,0.479729,0.445431
008399,7.383,0.4353,60,6.48,13.338,12.517,1,4,18,1,19,4,13,9,14,1,3,11,1,7,4,9,8,11,3.288,4.095000000000001,Pestszentimre vasútállomás,47.404251,19.186538,932,0.0012458426501296,0.0039350713231677,0.0806842084375124,0.0193186876810149,0.1811,0.1802,0.334,0.377,0.124186,0.134635,0.226587,0.209708
008402,5.133,0.6329,53,2.173,11.374,11.141,2,16,31,1,57,8,31,15,17,2,9,16,0,31,6,24,12,10,3.034,2.099,Kert sor,47.591122,19.045358,1714,8.20559111366442e-08,0.0009837678307919,0.0532491683910002,0.002661703263789,0.2075,0.208,0.591,0.612,0.125194,0.128236,0.331772,0.348187
008403,6.248,0.5215,48,2.79,11.402,11.168,5,15,25,1,50,7,44,15,20,2,10,16,0,31,6,24,11,10,3.076,3.172,Kert sor,47.591374,19.045384,1714,8.20559111366442e-08,0.0009837678307919,0.0532491683910002,0.002661703263789,0.2071,0.2027,0.591,0.61,0.125273,0.121571,0.332149,0.292571
008404,8.347,0.3378,73,3.784,10.71,10.554,6,20,36,1,69,11,59,22,29,1,4,5,0,12,3,10,3,3,2.86,5.487,Csillaghegy H,47.584817,19.042061,1736,3.653878832189687e-07,0.0034431874077717,0.056220790354249,0.0482738576997403,0.1842,0.2069,0.656,0.613,0.125199,0.126891,0.248374,0.325594
008405,8.683,0.4188,80,3.754,10.708,10.556,6,19,36,1,69,10,60,16,30,1,4,5,0,11,3,10,2,3,2.859,5.824,Csillaghegy H,47.584781,19.041862,1736,3.653878832189687e-07,0.0034431874077717,0.056220790354249,0.0482738576997403,0.1805,0.2041,0.663,0.613,0.125912,0.124333,0.242422,0.311185
008406,7.271,0.4475,64,3.55,10.356,10.29,6,17,30,1,60,10,56,19,23,1,3,4,0,6,2,9,1,2,2.761,4.51,Forrásliget lakópark,47.581093,19.037502,1685,7.742361622842062e-08,0.0009837678307919,0.0533357819345698,0.011982486455463,0.1489,0.2041,0.711,0.614,0.113011,0.123239,0.179912,0.315528
008407,6.17,0.47,57,3.17,10.381,10.309,3,11,22,1,42,5,35,9,14,1,3,4,0,6,2,9,1,2,2.797,3.373,Forrásliget lakópark,47.581363,19.037795,1685,7.742361622842062e-08,0.0009837678307919,0.0533357819345698,0.011982486455463,0.1511,0.2027,0.704,0.61,0.110401,0.11266,0.180386,0.266153
008408,5.65,0.5386,50,2.444,10.06,10.098,2,11,21,1,40,5,32,8,14,0,0,0,0,3,0,0,0,0,2.848,2.8020000000000005,Ürömhegyi lejtő,47.577645,19.032198,1687,3.707625157597893e-09,0.0009837678307919,0.0484347453185305,0.0026785699750279,0.1356,0.2027,0.714,0.61,0.115041,0.116292,0.096052,0.278849
008409,5.727,0.4621,48,3.462,10.064,10.104,5,7,13,0,31,8,47,11,20,0,0,0,0,3,0,0,0,0,2.897,2.8300000000000005,Ürömhegyi lejtő,47.577663,19.032065,1687,3.707625157597893e-09,0.0009837678307919,0.0484347453185305,0.0026785699750279,0.135,0.2032,0.724,0.618,0.11373,0.116897,0.106543,0.256245
008410,5.287,0.5184,47,1.577,9.548,9.657,2,4,14,1,19,4,21,7,6,0,0,1,0,5,1,4,1,0,2.799,2.488,Aranyhegyi lejtő,47.572593,19.030301,1696,1.114875089045772e-09,0.0009837678307919,0.0463277351138254,0.0017627535617697,0.1577,0.204,0.697,0.609,0.058411,0.104658,0.042835,0.223834
008411,5.646,0.1853,48,3.072,9.543,9.655,4,6,14,0,36,5,44,9,17,0,0,1,0,5,1,4,1,0,2.852,2.794,Aranyhegyi lejtő,47.572512,19.030128,1696,1.114875089045772e-09,0.0009837678307919,0.0463277351138254,0.0017627535617697,0.1577,0.2037,0.697,0.612,0.054384,0.117661,0.041154,0.241342
008412,7.008,0.5433,81,3.588,7.013,7.428,22,16,35,8,90,21,128,23,110,9,8,16,3,47,7,57,13,38,3.557,3.451,Bécsi út / Vörösvári út,47.548471,19.02918,1972,3.127326030352421e-06,0.0039350713231677,0.0613958264125872,0.0273860317840287,0.1544,0.1488,0.61,0.658,0.145828,0.175232,0.340486,0.363527
008426,5.424,0.307,46,1.748,10.561,9.326,0,15,32,9,92,7,28,23,15,0,4,10,1,56,3,9,9,8,2.884,2.5400000000000005,"Káposztásmegyer, Szilas-patak",47.577405,19.114927,1761,4.596863944793888e-11,0.0004918839153959,0.0449559948697536,0.0,0.1418,0.1397,0.397,0.48,0.134707,0.138742,0.351346,0.38929
008440,5.13,0.2021,54,3.456,5.731,5.783,3,7,17,2,20,7,21,17,17,4,5,10,0,15,4,15,11,15,2.412,2.718,Gubacsi út / Határ út,47.443626,19.096848,1209,3.769598826271856e-05,0.0019675356615838,0.0740295681305076,0.0030913290261311,0.1675,0.1884,0.386,0.403,0.125036,0.123258,0.44696,0.415146
008455,6.193,0.4419,65,3.01,2.806,3.653,146,75,137,45,129,45,1115,46,379,32,27,57,15,59,13,296,11,192,2.893,3.3,Jászai Mari tér,47.512811,19.047938,320,0.0003942907512299,0.0014756517461878,0.0861075815332486,0.0008422790044501,0.158,0.1127,0.881,0.798,0.249461,0.252982,0.459778,0.453675
008458,7.9,0.4843,81,4.268,4.607,2.795,9,32,77,19,72,19,142,52,98,4,16,28,11,29,8,49,25,50,3.573,4.327,Tisza István tér,47.51723,19.10735,741,0.0063097184415554,0.0024594195769798,0.0801940751844108,0.0178504952605109,0.1364,0.1428,0.588,0.6,0.133313,0.181431,0.468264,0.473074
008459,5.123,0.4337,62,1.286,4.616,2.935,3,20,37,13,38,10,71,32,66,3,15,21,9,23,9,45,23,53,3.33,1.793,Uzsoki Utcai Kórház,47.519822,19.103742,779,0.0014692008689124,0.0014756517461878,0.0760170505533951,0.0069033190685639,0.1481,0.1428,0.587,0.6,0.129355,0.131193,0.466012,0.46196
008460,6.775,0.5273,70,3.0,4.586,2.908,7,23,49,16,64,15,97,42,79,3,15,21,10,22,9,45,23,53,3.298,3.4770000000000003,Uzsoki Utcai Kórház,47.519642,19.103436,779,0.0014692008689124,0.0014756517461878,0.0760170505533951,0.0069033190685639,0.1412,0.1158,0.583,0.636,0.128948,0.14796,0.466931,0.465807
008461,6.73,0.3948,79,2.674,4.645,3.061,3,20,46,15,63,11,84,41,75,1,14,19,8,19,7,39,14,51,3.172,3.5580000000000003,Erzsébet királyné útja / Róna utca,47.521615,19.101317,778,0.0005329752043655,0.0024594195769798,0.0718501502032161,0.0056392004764305,0.1548,0.1428,0.575,0.6,0.129334,0.130956,0.465988,0.459948
008481,5.277,0.7347,46,2.925,9.587,9.642,6,6,16,2,18,2,17,12,8,1,2,7,0,6,1,5,2,5,2.345,2.932,Soroksár felső H,47.40998,19.111405,1133,6.137934863732679e-06,0.0029513034923757,0.0651790580616203,0.0218553732392654,0.185,0.2156,0.285,0.304,0.120586,0.128879,0.34243,0.369221
008490,10.329,0.4128,104,5.167,5.571,4.422,7,24,49,9,89,16,66,36,27,1,10,18,4,51,2,17,21,10,3.421,6.908000000000001,Határ út M,47.464573,19.126164,658,0.0033988373348136,0.0049188391539596,0.0896542600105838,0.1636570212157501,0.1197,0.1703,0.492,0.405,0.146785,0.142842,0.422845,0.428436
008491,4.518,0.8615,48,3.419,9.857,7.885,2,1,6,2,3,2,9,4,1,0,0,2,1,3,0,1,1,0,2.389,2.129,Jászberényi út,47.485549,19.192668,87,0.0031427896750535,0.0009837678307919,0.0655552689281568,0.0075277070475634,0.1234,0.1569,0.354,0.392,0.136903,0.129556,0.220111,0.260195
008498,2.837,0.2381,32,0.916,4.119,3.658,1,8,19,5,52,3,11,15,3,0,0,3,1,7,0,1,2,0,1.38,1.4570000000000003,Aszódi utca,47.463484,19.100991,620,2.131627951732885e-05,0.0004918839153959,0.0724131789848619,0.0,0.1336,0.1334,0.477,0.5,0.132697,0.14871,0.367198,0.443388
008499,5.087,0.4751,51,2.343,4.134,3.334,5,17,35,11,61,6,43,18,14,0,8,19,5,48,3,10,13,3,2.789,2.298,Közterületfenntartó Zrt.,47.467861,19.106659,625,0.0005379015167529,0.0029513034923757,0.0846624744929829,0.0077361584471391,0.1163,0.1334,0.513,0.5,0.133896,0.162699,0.446538,0.451359
008500,5.754,0.518,74,2.349,4.107,3.141,3,17,32,9,73,4,45,23,21,1,8,19,5,53,3,15,17,3,3.38,2.374,Ecseri út M,47.470487,19.108771,623,0.0011336038764219,0.0029513034923757,0.0899398336577596,0.0171172671607697,0.1139,0.1673,0.513,0.422,0.143007,0.195973,0.441452,0.449194
008501,4.265,0.5839,38,0.933,1.714,2.332,15,29,52,16,58,12,167,29,62,20,27,46,16,42,8,180,23,72,2.876,1.3889999999999998,Ferencvárosi rendelőintézet,47.476723,19.074856,1388,9.07524935414766e-05,0.0014756517461878,0.0781111922234602,2.5138441020684275e-05,0.1472,0.0,0.661,0.57,0.221972,0.206316,0.494626,0.493476
008519,4.549,0.202,54,2.089,5.07,5.431,24,18,39,23,108,25,148,21,118,16,9,21,6,61,12,78,15,78,1.963,2.5860000000000003,Tímár utca H,47.533299,19.043582,272,7.006959439601666e-05,0.0009837678307919,0.0750710830471548,0.0006444069953695,0.1371,0.1659,0.661,0.683,0.197331,0.192267,0.416656,0.410355
008521,3.19,0.3689,33,0.889,5.55,5.729,19,15,26,12,73,13,114,13,92,13,9,26,6,64,8,65,18,71,2.304,0.8860000000000001,Serfőző utca,47.538309,19.046968,1940,2.393982841087531e-05,0.0009837678307919,0.0719569603227975,0.0001888634775807,0.1477,0.1661,0.626,0.714,0.18439,0.197466,0.42113,0.403389
008535,6.87,0.6471,52,4.098,13.252,11.182,5,8,14,9,29,7,19,18,15,0,0,0,0,2,0,1,0,0,2.466,4.404,Cinkotai autóbuszgarázs,47.498185,19.237392,71,2.305668890393576e-05,0.0014756517461878,0.0536340852130325,0.0047293675686964,0.1436,0.1882,0.362,0.454,0.028245,0.117625,0.018523,0.232506
008544,6.732,0.2659,85,3.004,4.555,5.145,40,34,58,33,161,28,230,34,166,6,9,16,15,50,11,71,9,68,2.299,4.433,Szépvölgyi út H,47.527615,19.040037,2036,0.0003272163578017,0.0029513034923757,0.0800236173981499,0.0976188657749939,0.1496,0.1663,0.73,0.675,0.194005,0.197361,0.397951,0.414927
008545,10.279,0.55,95,6.163,3.594,1.453,53,57,135,27,101,35,379,68,138,4,12,26,4,12,5,30,8,22,3.266,7.013,Puskás Ferenc Stadion M,47.500105,19.107013,591,0.0475708508668455,0.0039350713231677,0.089398003605822,0.1814341159034148,0.1549,0.1594,0.56,0.599,0.156565,0.22471,0.477013,0.476387
008546,8.602,0.4502,95,5.398,1.164,2.362,90,62,131,28,119,40,699,55,275,28,28,56,15,38,8,222,20,90,2.507,6.095000000000001,Boráros tér H,47.479738,19.067812,461,0.0002294362649709,0.0029513034923757,0.0833811828397998,0.0670682477285016,0.1501,0.2133,0.681,0.391,0.22877,0.222349,0.490827,0.487283
008559,4.279,0.7632,43,1.057,3.765,5.885,2,10,14,11,35,4,22,13,38,2,9,9,2,23,4,23,10,18,2.854,1.4249999999999998,Korompai utca,47.48486,19.012485,1275,4.52976679990431e-07,0.0009837678307919,0.057893837566921,0.0015499561859996,0.1518,0.1544,0.864,0.752,0.157584,0.162919,0.333437,0.322911
008560,4.598,0.7899,44,1.868,3.739,5.861,5,17,20,13,45,6,52,20,53,3,9,9,2,22,5,26,10,21,2.854,1.7439999999999998,Korompai utca,47.484789,19.012843,1275,4.52976679990431e-07,0.0009837678307919,0.057893837566921,0.0015499561859996,0.1527,0.14,0.851,0.729,0.166376,0.172533,0.334828,0.36345
008567,3.335,0.6585,37,1.105,5.516,7.659,2,10,19,12,29,2,31,16,75,1,2,9,9,21,2,12,11,63,2.777,0.5579999999999998,Gazdagréti tér,47.473277,18.99278,1343,2.3374858234637083e-08,0.0014756517461878,0.0504767106961962,0.0017939126981455,0.1926,0.1417,0.805,0.754,0.148991,0.141067,0.327639,0.37507
