stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,gini_house_walk15,gini_house_multimodal,walk15_mean_price,multimodal_mean_price,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
066681,2.185,0.7799,23,0.292,17.539,15.52,0,0,3,0,4,3,1,2,0,0,0,1,0,4,3,0,2,0,2.559,-0.3740000000000001,Jókai Mór Általános Iskola,47.487985,19.294719,127,3.05986498299079e-08,0.0009837678307919,0.0424940428911834,0.0013142683967725,0.2092,0.1845,0.349,0.419,0.107732,0.111669,0.115614,0.144222
066682,4.69,0.4736,38,1.626,17.495,15.477,0,0,9,0,11,5,5,6,1,0,0,1,0,4,3,0,2,0,2.638,2.0520000000000005,Jókai Mór Általános Iskola,47.487887,19.294135,127,3.05986498299079e-08,0.0009837678307919,0.0424940428911834,0.0013142683967725,0.2092,0.1849,0.349,0.354,0.106528,0.135157,0.117155,0.192802
066683,2.338,0.7962,24,0.315,17.811,15.8,0,0,3,0,4,3,1,2,0,0,0,1,0,4,2,0,1,0,2.461,-0.1229999999999997,Csabamező utca / Göcsej utca,47.486349,19.298294,121,6.570020472450521e-09,0.0009837678307919,0.0407708968394031,0.000335503322338,0.2071,0.1845,0.351,0.419,0.103836,0.1094,0.079283,0.139933
066684,3.768,0.5986,33,1.048,17.786,15.776,0,0,7,0,9,5,3,4,1,0,0,1,0,4,2,0,1,0,2.553,1.215,Csabamező utca / Göcsej utca,47.486224,19.297962,121,6.570020472450521e-09,0.0009837678307919,0.0407708968394031,0.000335503322338,0.2075,0.1852,0.353,0.35,0.105976,0.128429,0.087631,0.184045
066685,2.605,0.8052,24,0.536,17.997,15.978,0,0,3,0,5,4,1,3,1,0,0,1,0,1,1,0,1,0,2.333,0.2719999999999998,Ecsedháza köz,47.487963,19.300796,120,3.5201944010780212e-09,0.0009837678307919,0.0391835633335903,4.760687501371723e-06,0.201,0.1845,0.365,0.419,0.102359,0.110807,0.061528,0.149475
066686,3.169,0.7106,30,0.763,17.994,15.976,0,0,3,0,6,4,3,4,1,0,0,1,0,3,1,0,1,0,2.328,0.8410000000000002,Ecsedháza köz,47.488008,19.30077,120,3.5201944010780212e-09,0.0009837678307919,0.0391835633335903,4.760687501371723e-06,0.201,0.1841,0.365,0.352,0.103053,0.120433,0.063824,0.174945
066687,2.326,0.8412,25,0.361,18.168,16.14,0,0,1,0,5,4,1,3,1,0,0,1,0,1,1,0,1,0,2.466,-0.1400000000000001,Ede utca,47.490027,19.303088,118,1.1710756066182451e-08,0.0014756517461878,0.0407758032813189,0.002616929824699,0.2026,0.0986,0.367,0.272,0.107078,0.107572,0.065462,0.133073
066688,2.825,0.7828,27,0.609,18.159,16.131,0,0,3,0,5,4,1,3,1,0,0,1,0,1,1,0,1,0,2.47,0.355,Ede utca,47.490153,19.30297,118,1.1710756066182451e-08,0.0014756517461878,0.0407758032813189,0.002616929824699,0.2026,0.1845,0.367,0.419,0.107577,0.109914,0.063039,0.147853
066697,2.96,0.6719,23,0.513,17.351,15.375,0,1,5,1,9,4,6,6,2,0,0,3,0,7,2,1,4,0,2.679,0.2810000000000001,Rés utca,47.480157,19.291817,128,5.5929612593658414e-08,0.0009837678307919,0.0425304909939122,0.0039292616706236,0.2207,0.1845,0.349,0.419,0.140932,0.135645,0.17605,0.190888
066698,2.648,0.7103,20,0.349,17.692,15.733,0,0,5,1,8,3,1,3,0,0,2,5,3,7,1,5,4,3,2.906,-0.258,Sport tér,47.476785,19.295994,93,1.1219306908766104e-08,0.0009837678307919,0.0408011720553113,0.0029483986661037,0.2142,0.1598,0.379,0.448,0.149678,0.137994,0.174754,0.198497
066699,2.284,0.8115,15,0.313,17.86,15.909,0,0,5,1,7,2,0,2,0,0,2,5,3,5,1,5,5,2,2.693,-0.4090000000000002,Enying utca,47.475188,19.298029,92,2.333471005821428e-09,0.0014756517461878,0.0392054768103365,0.0019670515238718,0.1839,0.1598,0.349,0.448,0.151103,0.141513,0.191206,0.202997
066700,2.648,0.7103,20,0.349,18.074,16.134,0,0,5,1,8,3,1,3,0,0,2,5,3,6,2,5,5,2,2.492,0.1560000000000001,Szárazhegy köz,47.473213,19.300607,94,4.4933880149125057e-10,0.0004918839153959,0.0377270955889175,0.0,0.1916,0.1598,0.358,0.448,0.158968,0.137994,0.21952,0.198497
066711,6.212,0.7092,51,3.479,15.757,13.75,3,9,14,8,30,12,18,14,18,1,3,6,2,10,6,6,4,1,3.229,2.983,Rákoscsaba-Újtelep vasútállomás,47.486549,19.271041,179,2.265304210548081e-05,0.0014756517461878,0.0510009532888465,0.0055636793557554,0.1679,0.0904,0.395,0.388,0.115691,0.120667,0.221456,0.23179
066712,6.233,0.7189,52,2.924,15.944,13.958,1,12,19,11,35,9,25,20,22,0,1,1,1,6,3,4,3,3,3.434,2.7989999999999995,Szabadság sugárút / Péceli út,47.482938,19.273347,202,6.476638970905827e-05,0.0019675356615838,0.0535408601300992,0.0315349304548185,0.1867,0.1751,0.399,0.371,0.112903,0.125689,0.175146,0.25895
066713,6.952,0.7136,58,3.954,16.0,14.015,3,13,21,12,39,13,26,22,22,0,1,2,0,7,3,4,3,3,3.429,3.523,Szabadság sugárút / Péceli út,47.482631,19.274063,202,6.476638970905827e-05,0.0019675356615838,0.0535408601300992,0.0315349304548185,0.2015,0.1751,0.405,0.371,0.112585,0.12513,0.171348,0.253149
066714,3.341,0.6088,24,1.16,16.157,14.182,1,6,6,7,19,5,9,8,17,0,1,3,0,6,2,5,3,4,3.372,-0.0309999999999996,Nyitány utca,47.480756,19.275992,201,1.297194289771424e-05,0.0009837678307919,0.050828812160912,0.0029483986661037,0.2188,0.0771,0.372,0.403,0.10692,0.115785,0.143873,0.238786
066715,5.824,0.7032,47,2.566,16.14,14.163,3,11,18,9,35,13,20,17,20,0,1,3,0,7,3,6,3,4,3.373,2.451,Nyitány utca,47.481053,19.275794,201,1.297194289771424e-05,0.0009837678307919,0.050828812160912,0.0029483986661037,0.2198,0.0904,0.372,0.388,0.107613,0.125571,0.146711,0.256883
066717,5.011,0.6953,38,2.207,16.334,14.37,1,9,13,8,28,10,17,12,18,0,0,4,0,6,2,5,3,5,3.178,1.833,Öntöző utca,47.478899,19.278173,199,2.5979702803309863e-06,0.0009837678307919,0.0483759666864961,0.0019665673861598,0.2173,0.0904,0.374,0.388,0.103119,0.121727,0.133597,0.245585
066719,4.156,0.6918,32,1.278,16.531,14.579,1,8,9,7,23,6,16,10,18,0,2,4,2,7,2,4,2,3,3.002,1.154,Pestvidék utca,47.476781,19.280538,193,5.195393541251759e-07,0.0009837678307919,0.0461468618771989,0.0009837678307919,0.2036,0.0904,0.403,0.388,0.103386,0.117609,0.130298,0.254718
066722,3.341,0.6088,24,1.16,16.845,14.904,1,6,6,7,19,5,9,8,17,0,2,8,3,8,2,7,4,5,3.188,0.153,Nyeremény utca,47.474596,19.284416,194,1.0004427991743521e-07,0.0004918839153959,0.0441122225356391,0.0,0.2025,0.0771,0.389,0.403,0.130777,0.115785,0.159297,0.238786
066828,10.32,0.3109,100,6.851,4.831,4.514,36,55,125,27,188,21,331,66,227,5,11,39,6,62,3,81,22,52,2.828,7.492000000000001,Göncz Árpád városközpont M,47.532812,19.065866,249,6.15250418094876e-05,0.0029513034923757,0.0803811481891507,0.1288486726788566,0.1444,0.1387,0.711,0.734,0.198424,0.200429,0.494177,0.466298
066856,4.108,0.5247,51,1.24,4.502,6.495,5,11,19,5,37,2,38,23,35,3,5,8,2,23,3,14,19,6,3.042,1.0659999999999998,Pagony utca,47.495101,19.00283,1219,2.566333848831756e-07,0.0014756517461878,0.0552475678025979,0.0038092760395923,0.1596,0.176,0.871,0.882,0.131345,0.171926,0.332209,0.362346
066969,2.96,0.6719,23,0.513,18.042,16.111,0,1,5,1,9,4,6,6,2,0,2,6,3,8,2,5,6,2,2.713,0.2469999999999999,Zimonyi utca,47.471748,19.29995,95,4.4933880149125057e-10,0.0004918839153959,0.0377270955889175,0.0,0.1938,0.1845,0.337,0.419,0.168283,0.135645,0.234988,0.190888
067592,8.987,0.2572,127,5.537,2.596,4.005,144,72,151,58,204,43,1058,65,387,32,15,26,10,60,10,161,11,58,1.707,7.28,Batthyány tér M+H,47.506515,19.038487,335,0.0009194059497574,0.0034431874077717,0.0885298728444521,0.1088956053168263,0.1805,0.1875,0.859,0.813,0.225187,0.240918,0.459844,0.449578
069089,8.879,0.172,119,5.886,3.4,4.457,106,61,119,49,198,42,660,56,297,26,21,33,25,75,11,182,12,85,2.837,6.042,"Margit híd, budai hídfő H",47.515149,19.037569,328,0.0010999544051015,0.0063944909001475,0.0843638476222093,0.1193294965114173,0.1555,0.1536,0.834,0.827,0.22347,0.229148,0.441395,0.438293
069090,8.879,0.172,119,5.886,3.414,4.483,106,61,119,49,198,42,660,56,297,26,23,32,26,76,11,191,12,93,2.871,6.007999999999999,"Margit híd, budai hídfő H",47.515122,19.037158,328,0.0010999544051015,0.0063944909001475,0.0843638476222093,0.1193294965114173,0.1545,0.1536,0.833,0.827,0.223243,0.229148,0.441144,0.438293
069091,9.876,0.3385,144,5.757,3.428,4.542,113,62,128,64,218,46,699,66,331,27,24,34,26,79,11,216,17,92,3.041,6.834999999999999,"Margit híd, budai hídfő H",47.514717,19.035936,328,0.0010999544051015,0.0063944909001475,0.0843638476222093,0.1193294965114173,0.1588,0.1525,0.842,0.801,0.22388,0.225037,0.440506,0.444419
069092,6.046,0.4232,71,3.09,3.037,4.172,55,45,73,39,164,26,456,38,230,28,21,29,26,71,12,179,10,84,2.305,3.741,Bem József tér,47.512082,19.039455,339,0.0005012014821098,0.0014756517461878,0.0826859722617643,0.0,0.1639,0.1679,0.84,0.734,0.222478,0.230936,0.454993,0.443806
069093,5.694,0.0438,87,2.832,3.015,4.167,73,45,86,42,160,26,548,36,253,26,21,29,25,69,13,182,13,85,2.305,3.389,Bem József tér,47.511776,19.039296,339,0.0005012014821098,0.0014756517461878,0.0826859722617643,0.0,0.1657,0.1526,0.836,0.842,0.2224,0.237202,0.455372,0.449224
069403,7.152,0.4457,61,2.64,9.059,8.651,1,6,19,4,37,10,22,10,9,0,2,9,3,13,3,8,3,2,3.143,4.009,Jahn Ferenc Kórház,47.423225,19.132016,1110,5.0706501710678e-06,0.0014756517461878,0.0658376242753975,0.0116468515070573,0.1594,0.175,0.344,0.337,0.111842,0.111471,0.292423,0.309936
071262,5.363,0.6912,44,1.66,2.342,3.773,37,24,66,19,75,23,233,32,173,8,4,13,3,31,4,73,7,14,2.342,3.0210000000000004,BudaPart,47.468505,19.058444,1357,8.195110802800295e-06,0.0004918839153959,0.0715416827955097,0.0,0.0931,0.1917,0.726,0.507,0.176367,0.1816,0.49477,0.477277
071659,9.503,0.1628,100,7.342,2.318,3.025,173,101,221,45,175,57,1332,86,476,65,39,80,18,49,18,556,14,245,3.222,6.281000000000001,Nyugati pályaudvar M,47.509726,19.05492,304,0.0013887331431408,0.0034431874077717,0.0923377390198483,0.1189721459872105,0.1615,0.1879,0.861,0.809,0.256416,0.246649,0.449673,0.46155
072851,4.71,0.3131,68,1.758,3.385,5.106,47,30,57,30,96,20,248,38,148,36,20,41,19,56,9,180,24,110,3.288,1.4220000000000002,Maros utcai rendelőintézet,47.503868,19.022427,1260,0.0001389269565136,0.0009837678307919,0.0738118578223142,0.0001862540294773,0.1306,0.1523,0.75,0.804,0.217708,0.209521,0.451761,0.450821
072934,5.986,0.4287,60,3.108,1.117,3.206,87,43,97,21,124,40,631,44,254,46,12,29,7,59,16,319,16,65,2.849,3.137,Rudas Gyógyfürdő,47.49011,19.047195,375,0.0006496754226863,0.0024594195769798,0.0863966682248948,0.0176012136175511,0.1855,0.0,1.107,0.79,0.240993,0.228173,0.439948,0.463467
072935,6.229,0.2965,59,2.154,1.101,3.198,95,44,97,22,127,47,672,47,264,40,10,24,6,50,15,251,11,56,2.763,3.466,Rudas Gyógyfürdő,47.489824,19.047383,375,0.0006496754226863,0.0024594195769798,0.0863966682248948,0.0176012136175511,0.1777,0.0852,1.076,0.843,0.226825,0.227224,0.441393,0.469695
073152,6.14,0.5177,90,2.545,3.528,5.202,54,35,62,40,129,22,300,48,178,37,20,39,23,63,10,191,26,101,3.472,2.668,Maros utca,47.505533,19.021637,1259,0.0003057849164682,0.0024594195769798,0.0777051561365286,0.0018166605104906,0.1378,0.1521,0.766,0.804,0.219704,0.211269,0.456051,0.454096
075220,6.168,0.222,53,3.341,9.111,9.308,5,7,20,1,54,5,54,13,23,0,0,3,0,1,1,7,1,1,2.842,3.326,Óbudai autóbuszgarázs,47.567996,19.027538,1911,1.789473916654658e-09,0.0019675356615838,0.0462392248732003,0.0080430732623384,0.2079,0.2073,0.587,0.597,0.106722,0.128982,0.099149,0.276096
075654,5.259,0.628,35,4.704,10.201,9.718,2,6,17,3,27,4,18,6,5,0,1,2,1,2,2,3,1,0,2.225,3.0340000000000003,Köves út / Szentlőrinci út,47.416057,19.143215,1129,0.000514973844682,0.0009837678307919,0.0806874107001111,0.0214951501899827,0.1297,0.1728,0.337,0.371,0.115396,0.119261,0.209835,0.273002
075655,5.004,0.6311,43,2.209,10.184,9.698,1,3,13,3,26,4,16,5,3,0,1,2,1,2,2,2,1,0,2.191,2.813,Köves út / Szentlőrinci út,47.416265,19.143244,1129,0.000514973844682,0.0009837678307919,0.0806874107001111,0.0214951501899827,0.1297,0.1869,0.337,0.339,0.115396,0.113641,0.208914,0.291957
075744,8.627,0.3632,84,4.529,4.384,6.443,15,26,58,24,81,23,122,46,159,2,11,17,5,27,4,47,13,31,3.233,5.394,Sasadi út,47.465452,19.015814,1411,0.0001682167310735,0.0034431874077717,0.0698241516691853,0.0277412137937205,0.1419,0.1514,0.725,0.694,0.131953,0.142728,0.438261,0.42592
076394,1.791,0.7773,14,0.286,10.042,10.34,0,0,1,0,0,2,7,1,1,0,0,1,0,1,2,3,1,0,2.559,-0.7680000000000002,Aranyvölgy vasútállomás,47.574337,19.016474,1698,1.831826363732875e-11,0.0014756517461878,0.0406331820998141,0.0039292616706236,0.1692,0.0194,0.655,0.645,0.096101,0.071289,0.081838,0.061131
076395,2.855,0.5797,24,1.165,9.954,10.241,0,0,3,0,4,2,9,1,2,0,0,1,0,1,2,3,1,0,2.575,0.2799999999999998,Aranyvölgy vasútállomás,47.573789,19.01766,1698,1.831826363732875e-11,0.0014756517461878,0.0406331820998141,0.0039292616706236,0.169,0.0541,0.655,0.602,0.096032,0.073234,0.079037,0.089494
076396,4.035,0.388,34,2.298,9.354,9.512,1,0,4,0,13,3,15,4,2,0,0,2,0,2,1,7,1,1,3.032,1.003,Óbuda vasútállomás (Aranyhegyi út),47.570439,19.028424,1697,3.7907505855453695e-10,0.0009837678307919,0.0442081457803292,0.0058880828533914,0.1739,0.1273,0.685,0.552,0.076737,0.089864,0.06715,0.157073
076397,2.354,0.6986,21,0.774,9.401,9.567,0,0,2,0,1,2,7,1,1,0,0,2,0,1,2,7,1,1,2.76,-0.4059999999999997,Óbuda vasútállomás (Aranyhegyi út),47.570755,19.027745,1697,3.7907505855453695e-10,0.0009837678307919,0.0442081457803292,0.0058880828533914,0.1707,0.0541,0.625,0.602,0.070744,0.072008,0.060014,0.081551
076398,3.471,0.4756,29,1.42,9.636,9.872,1,0,4,0,9,2,9,2,2,0,0,1,0,0,2,3,1,0,2.146,1.3250000000000002,Aranyvölgy utca 14.,47.571859,19.022431,1700,8.061569623465788e-11,0.0009837678307919,0.0423462267491512,0.0049091563997195,0.193,0.0541,0.655,0.602,0.066954,0.078696,0.073541,0.115763
076399,2.003,0.7371,17,0.322,9.674,9.917,0,0,2,0,1,2,7,1,1,0,0,1,0,0,2,3,1,0,2.183,-0.1799999999999997,Aranyvölgy utca 14.,47.572096,19.021853,1700,8.061569623465788e-11,0.0009837678307919,0.0423462267491512,0.0049091563997195,0.1854,0.0541,0.658,0.602,0.067066,0.084332,0.074764,0.096901
078004,10.992,0.4892,163,5.248,3.525,5.132,118,63,118,68,197,41,727,82,295,41,21,42,22,77,12,218,26,109,3.634,7.358,Széll Kálmán tér M,47.507124,19.023155,1267,0.0008084083617852,0.0059026069847515,0.0841961401474364,0.1806627076215421,0.1427,0.1517,0.777,0.804,0.217377,0.225453,0.457743,0.439765
081565,11.189,0.4899,160,5.442,3.487,5.062,118,63,119,67,197,41,727,82,295,42,21,46,24,83,14,233,26,120,3.818,7.371,Széll Kálmán tér M,47.507691,19.02435,1267,0.0008084083617852,0.0059026069847515,0.0841961401474364,0.1806627076215421,0.1471,0.1517,0.786,0.804,0.217979,0.225296,0.456771,0.439033
081950,7.788,0.3121,71,3.146,7.21,8.52,10,15,21,6,68,8,52,32,37,3,6,9,1,27,5,23,14,17,2.26,5.5280000000000005,Városház tér,47.426313,19.04004,1509,2.375061206543709e-08,0.0014756517461878,0.0548599492687139,0.0213435332682334,0.159,0.1997,0.466,0.551,0.121296,0.127761,0.333653,0.316219
081954,5.088,0.3438,59,2.252,2.904,4.111,52,45,79,34,141,21,417,32,219,31,18,28,24,73,12,169,10,80,2.207,2.881,Kacsa utca,47.510526,19.039256,340,0.0005012014821098,0.0014756517461878,0.0826859722617643,0.0,0.1642,0.18,0.838,0.75,0.222037,0.2322,0.458548,0.44002
082200,4.391,0.6477,42,1.842,6.835,7.277,21,16,29,8,75,21,119,17,101,11,8,16,3,46,9,52,14,37,3.312,1.0790000000000002,Bécsi út / Vörösvári út,47.546762,19.029194,1973,1.029145234346044e-06,0.0009837678307919,0.0579020819686138,0.0,0.1479,0.1493,0.618,0.658,0.14771,0.177082,0.349942,0.376815
082617,8.995,0.3317,97,3.908,4.278,6.347,8,17,37,19,63,11,92,38,114,2,11,17,5,29,4,45,11,31,3.15,5.844999999999999,Sasadi út,47.466648,19.016251,1412,0.0001930282934572,0.0039350713231677,0.0758327427356484,0.1070402595540488,0.1467,0.1515,0.722,0.694,0.130995,0.134322,0.431446,0.379982
082623,7.465,0.433,67,4.422,10.372,11.875,8,8,22,3,29,6,29,17,16,2,5,8,1,14,3,20,11,12,2.778,4.686999999999999,Rózsakert utca / Minta utca,47.403236,19.009361,1668,1.497295487440797e-11,0.0014756517461878,0.0434438840926574,0.002834326141058,0.1823,0.1835,0.482,0.43,0.128362,0.13047,0.254604,0.23025
083329,3.835,0.7356,28,1.072,9.861,11.659,0,3,8,4,12,3,3,5,2,0,0,0,0,3,0,1,0,0,2.666,1.169,Bartók Béla út 208.,47.417572,18.985339,1574,1.0074943073599231e-11,0.0009837678307919,0.0415432086151582,0.0008555303146696,0.1286,0.0679,0.382,0.548,0.194,0.10698,0.158331,0.188248
083330,3.734,0.725,35,2.013,9.896,11.688,0,4,8,4,12,3,5,9,3,0,0,1,0,3,0,2,1,0,2.515,1.219,Bartók Béla út 208.,47.416996,18.985724,1574,1.0074943073599231e-11,0.0009837678307919,0.0415432086151582,0.0008555303146696,0.1277,0.1562,0.38,0.448,0.185587,0.120453,0.15609,0.217658
083331,2.67,0.7924,34,0.431,7.033,8.433,1,4,7,2,26,6,18,13,16,1,9,10,2,29,5,26,16,25,2.871,-0.201,Savoyai Jenő tér (Plébánia utca),47.428786,19.035467,1508,9.73483599762548e-09,0.0009837678307919,0.0520041951244468,1.2217512510878609e-05,0.1516,0.1879,0.459,0.535,0.120841,0.122996,0.32246,0.296158
083777,7.937,0.254,72,3.64,7.086,8.416,10,15,22,6,68,8,52,32,37,1,8,9,2,28,5,27,14,23,2.431,5.506,Budafoki Szomszédok Piaca,47.427563,19.039417,1509,2.375061206543709e-08,0.0014756517461878,0.0548599492687139,0.0213435332682334,0.1585,0.1997,0.465,0.551,0.121127,0.127708,0.330801,0.313573
085772,2.916,0.7734,21,0.547,8.743,8.46,1,2,9,4,12,6,10,11,2,1,3,8,3,15,3,9,3,2,3.386,-0.4700000000000002,"Pesterzsébet, Pacsirtatelep",47.423158,19.124409,1112,1.6059937432008814e-07,0.0009837678307919,0.0557368060315284,0.0009837678307919,0.1777,0.1897,0.345,0.302,0.105005,0.103469,0.32787,0.368503
086855,6.309,0.6864,53,3.111,2.591,2.043,53,46,79,20,93,27,473,45,116,7,13,20,8,34,7,47,18,17,3.153,3.156,Nagyvárad tér M,47.477051,19.091107,447,0.0017014103611489,0.0029513034923757,0.0956255879586077,0.1877343136213038,0.1449,0.1654,0.615,0.621,0.210587,0.232009,0.489969,0.48004
086856,7.432,0.666,62,4.705,2.569,1.969,53,49,88,22,117,27,484,53,122,6,13,23,9,34,7,53,19,17,3.265,4.167,Nagyvárad tér M,47.477735,19.091387,447,0.0017014103611489,0.0029513034923757,0.0956255879586077,0.1877343136213038,0.1462,0.1471,0.615,0.649,0.211182,0.226882,0.492089,0.478757
086857,6.551,0.5011,59,4.386,3.055,2.471,43,39,74,16,92,18,311,42,95,7,7,10,7,27,5,30,8,5,2.898,3.653,Albert Flórián út,47.473524,19.095031,613,0.0010583878841678,0.0019675356615838,0.087997229796996,0.0569149597502205,0.1265,0.1601,0.522,0.632,0.220951,0.219277,0.462258,0.487776
086858,6.247,0.4182,62,3.281,3.277,2.338,20,23,47,11,85,9,80,35,25,5,4,12,4,29,4,20,12,4,3.069,3.178,Népliget M,47.475851,19.100578,616,0.0021332082339371,0.0029513034923757,0.0935357717966413,0.2155050729768478,0.1698,0.1927,0.589,0.565,0.219087,0.199217,0.45235,0.481317
086859,6.574,0.448,63,3.29,3.254,2.272,28,28,58,14,89,10,116,38,47,3,3,11,4,22,4,19,8,3,2.601,3.973,Népliget M,47.476544,19.100752,616,0.0021332082339371,0.0029513034923757,0.0935357717966413,0.2155050729768478,0.1634,0.193,0.603,0.566,0.224879,0.204914,0.446738,0.486536
086866,6.782,0.7015,58,3.774,2.459,1.734,53,48,80,20,97,27,478,46,121,8,10,28,8,36,10,53,21,13,2.998,3.784,Nagyvárad tér M,47.479857,19.091402,447,0.0017014103611489,0.0029513034923757,0.0956255879586077,0.1877343136213038,0.1523,0.1948,0.576,0.511,0.222531,0.230291,0.499567,0.478985
086874,4.459,0.2719,40,1.215,9.498,8.407,6,5,14,2,34,6,18,14,21,3,3,8,2,11,2,3,7,15,3.219,1.2399999999999998,Vörösmarty Mihály utca,47.43954,19.164256,879,0.0007555797777368,0.0014756517461878,0.0825215132326676,0.0094124065104456,0.14,0.1545,0.397,0.397,0.103527,0.110596,0.416655,0.387302
086875,5.206,0.2312,40,1.537,9.732,8.624,5,7,17,2,38,7,20,14,22,3,4,11,2,20,3,5,8,19,3.445,1.7610000000000006,Kondor Béla sétány,47.438745,19.167224,880,0.0001624967335272,0.0009837678307919,0.0765206263173742,0.0054492903522364,0.1404,0.1532,0.389,0.388,0.104248,0.11408,0.415836,0.37002
086876,6.082,0.3913,56,1.884,10.071,8.953,5,8,20,2,42,7,22,19,22,5,5,12,2,28,6,8,13,16,3.614,2.468,Fiatalság utca,47.437131,19.171052,882,8.283982520783624e-05,0.0024594195769798,0.071556791383619,0.0049538800143427,0.1435,0.1532,0.388,0.388,0.109664,0.114305,0.401123,0.358785
086880,6.335,0.5446,71,3.231,3.259,2.3,20,23,47,11,85,9,81,35,25,3,3,12,4,24,4,19,11,3,2.791,3.544,Népliget M,47.47622,19.100592,616,0.0021332082339371,0.0029513034923757,0.0935357717966413,0.2155050729768478,0.1634,0.1927,0.603,0.565,0.221787,0.198752,0.447248,0.480815
086885,7.721,0.6983,71,4.399,2.492,1.897,53,53,91,22,122,27,485,53,124,6,7,15,7,29,7,35,13,7,2.526,5.195,Nagyvárad tér M,47.478347,19.090724,447,0.0017014103611489,0.0029513034923757,0.0956255879586077,0.1877343136213038,0.1454,0.1471,0.611,0.649,0.20069,0.226497,0.499071,0.478985
087373,1.258,0.8028,6,1.009,11.326,10.663,0,3,2,0,6,2,12,1,3,0,3,2,0,6,0,10,0,3,1.984,-0.726,"Soroksár, IKEA áruház",47.412767,19.160899,888,9.126083105758255e-08,0.0004918839153959,0.0547653682452454,0.0,0.1614,0.2081,0.397,0.33,0.138825,0.141197,0.205103,0.246196
090482,6.345,0.4053,59,2.361,2.781,1.393,64,36,103,15,69,30,398,59,104,22,14,46,7,30,13,103,27,38,3.189,3.156,Ötvenhatosok tere,47.507822,19.087004,398,0.0010724464586197,0.0014756517461878,0.0706909141486143,4.614362048374429e-05,0.1492,0.1121,0.625,0.636,0.224516,0.229335,0.478101,0.482526
090915,5.955,0.328,47,1.713,4.193,5.973,22,25,55,14,84,24,169,38,150,7,13,20,7,49,11,52,19,38,3.224,2.731,Andor utca / Tétényi út,47.457018,19.033547,1431,2.6433924361606845e-07,0.0014756517461878,0.0549578287197231,4.422028630850781e-05,0.1328,0.1912,0.661,0.625,0.125412,0.1655,0.415143,0.443373
091338,8.559,0.1221,81,3.967,2.878,2.023,77,51,120,26,108,29,449,59,176,33,14,35,7,43,14,107,33,32,3.3,5.259,Benczúr utca,47.512406,19.079601,432,0.0018632491596602,0.0009837678307919,0.0812095550051929,0.0028276364818888,0.1663,0.1457,0.687,0.67,0.221457,0.226909,0.470029,0.47005
091816,5.063,0.6443,58,1.657,7.125,6.116,6,23,54,11,82,10,58,36,41,4,4,17,4,43,4,14,16,16,3.081,1.982,Angyalföld vasútállomás,47.550363,19.091315,211,6.348400817731018e-06,0.0009837678307919,0.0653529638678153,0.0006696199624405,0.1366,0.1503,0.551,0.564,0.134899,0.151305,0.44203,0.458732
091817,4.668,0.749,53,0.898,7.068,6.065,8,18,50,12,72,9,62,27,49,4,7,21,5,45,3,17,19,18,3.146,1.5220000000000002,Angyalföld vasútállomás,47.549906,19.090953,211,6.348400817731018e-06,0.0009837678307919,0.0653529638678153,0.0006696199624405,0.1334,0.1503,0.555,0.564,0.134156,0.172907,0.439682,0.463708
091821,3.919,0.7841,50,0.669,7.08,6.079,6,15,45,9,62,9,49,24,37,4,8,18,5,42,3,17,17,16,3.079,0.8399999999999999,Angyalföld vasútállomás,47.550037,19.090853,211,6.348400817731018e-06,0.0009837678307919,0.0653529638678153,0.0006696199624405,0.1317,0.1503,0.556,0.564,0.132537,0.162842,0.43738,0.456432
096830,6.357,0.1424,50,5.29,7.074,8.811,4,7,13,4,27,7,24,17,27,0,0,6,1,5,0,3,2,4,2.977,3.3800000000000003,Jogar utca,47.435114,19.013117,1581,5.415677177945114e-07,0.0009837678307919,0.056859180534191,0.0,0.1618,0.2151,0.502,0.528,0.114222,0.12892,0.109977,0.228892
099342,7.795,0.6192,108,2.93,2.1,3.24,156,87,201,45,143,47,1340,59,454,61,25,53,13,40,11,499,16,180,2.478,5.317,Kossuth Lajos tér M,47.506185,19.049094,278,0.0012771670481523,0.0039350713231677,0.0923419331395348,0.0930159068585421,0.1809,0.1892,0.99,0.816,0.257992,0.252488,0.454749,0.459078
099343,7.603,0.6375,107,3.012,2.063,3.194,156,86,198,44,137,47,1322,54,438,61,28,57,13,42,13,521,16,186,2.588,5.015,Kossuth Lajos tér M,47.506003,19.049645,278,0.0012771670481523,0.0039350713231677,0.0923419331395348,0.0930159068585421,0.1828,0.1892,0.965,0.816,0.25845,0.253118,0.453003,0.458826
