stop_id,walk15_gini
008943,0.1697
008946,0.1877
008947,0.1958
008948,0.1907
008949,0.1726
008950,0.1735
008952,0.1752
008953,0.1956
008954,0.1968
008955,0.195
008956,0.192
008957,0.1878
008958,0.181
008959,0.1883
008960,0.1925
008963,0.1898
008967,0.1523
008971,0.1756
009025,0.1742
009026,0.1743
009039,0.1479
009041,0.1478
009042,0.141
009047,0.1213
009072,0.1087
009137,0.1092
009138,0.1128
009139,0.1342
009140,0.139
009146,0.1454
009147,0.1809
009148,0.1462
009153,0.1478
009154,0.1589
009155,0.1558
009161,0.1611
009162,0.1604
009163,0.1614
009174,0.1471
009179,0.1244
009208,0.1816
009220,0.1194
009225,0.1365
009230,0.1732
009234,0.1816
009243,0.1833
009289,0.1354
009290,0.1585
009295,0.1426
009309,0.1735
009311,0.0528
009312,0.0528
009314,0.0528
009315,0.0528
009318,0.133
009321,0.1598
009322,0.1401
009337,0.2087
009338,0.2087
009339,0.1951
009349,0.1571
009351,0.1481
009352,0.1579
009353,0.1612
009354,0.1495
009355,0.1439
009356,0.1445
009358,0.2079
009359,0.1667
009365,0.1915
009373,0.1618
009375,0.1931
009377,0.1668
009379,0.1669
009381,0.1224
009382,0.1844
009383,0.176
009392,0.192
009393,0.1892
009394,0.1731
009413,0.1494
009415,0.12
009420,0.1337
009421,0.1265
009422,0.1279
009429,0.1494
009430,0.15
009431,0.1507
009445,0.1579
009446,0.1686
009447,0.177
009448,0.1805
009449,0.1522
009451,0.191
009452,0.1889
009453,0.2092
009454,0.1783
009455,0.1674
009456,0.1846
009457,0.1779
009458,0.1566
009459,0.1544
009460,0.1561
009461,0.1556
009462,0.1648
009463,0.1688
009465,0.1545
009466,0.155
009467,0.1494
009468,0.1494
009469,0.1471
009470,0.1474
009471,0.1726
009472,0.1788
009473,0.1735
009474,0.1778
009475,0.1723
009480,0.1658
009481,0.1519
009482,0.1859
009483,0.182
009484,0.18
009485,0.1539
009486,0.1446
009487,0.1753
009491,0.1409
009492,0.1409
009493,0.1399
009494,0.1223
009495,0.1444
009498,0.1149
009499,0.109
009500,0.1129
009501,0.0936
009503,0.2045
009504,0.2089
009508,0.1407
009509,0.1407
009510,0.1505
009511,0.1499
009512,0.1419
009513,0.1403
009514,0.1424
009515,0.1462
009516,0.1463
009520,0.1452
009521,0.1467
009522,0.1524
009524,0.1767
009534,0.1715
009536,0.098
009537,0.1924
009538,0.1946
009539,0.194
009540,0.1516
009541,0.1633
009543,0.1283
009544,0.166
009546,0.1627
009548,0.1579
009549,0.1354
009550,0.1473
009551,0.166
009554,0.1521
009555,0.1855
009557,0.1498
009558,0.1343
009563,0.132
009564,0.1321
009566,0.0
009568,0.1352
009569,0.1865
009570,0.1073
009572,0.1659
009573,0.1741
009574,0.1713
009575,0.1715
009576,0.1588
009577,0.1619
009578,0.1609
009581,0.1519
009582,0.166
009584,0.1911
009587,0.1373
009588,0.1508
009592,0.1371
009625,0.1485
009631,0.1308
009652,0.1745
009659,0.19
009667,0.0992
009675,0.1795
009676,0.1894
009684,0.1798
009685,0.181
009691,0.1477
009692,0.1447
009693,0.1565
009698,0.1473
009699,0.147
009704,0.1605
009705,0.1526
009706,0.1433
009707,0.1751
009708,0.1791
009715,0.1492
009716,0.1736
009717,0.154
009718,0.1612
009719,0.175
009728,0.1249
009729,0.1222
009730,0.1416
009743,0.1524
011313,0.1579
011320,0.159
011321,0.155
011322,0.152
011495,0.1329
011715,0.1324
011723,0.1821
011725,0.183
011726,0.1781
011762,0.1174
011773,0.1246
016532,0.1289
016725,0.1346
016727,0.1071
019313,0.1722
019314,0.1675
019316,0.1748
022005,0.1698
036678,0.1434
038671,0.1463
038673,0.1487
038674,0.15
038675,0.1503
038678,0.1505
038680,0.1497
038682,0.1473
038683,0.1478
038686,0.1421
038687,0.1508
038692,0.1488
038717,0.1755
038791,0.154
040525,0.1759
040526,0.1759
040608,0.1119
040609,0.1345
040612,0.1384
040761,0.1167
040762,0.122
040763,0.1221
040789,0.1505
041071,0.1489
041092,0.1682
041093,0.16
041094,0.1342
041095,0.1341
041209,0.1662
042933,0.1721
042934,0.0528
043192,0.1967
043193,0.201
043331,0.1523
043341,0.1797
043342,0.1843
043343,0.1453
043548,0.1828
043554,0.1839
043555,0.2138
043556,0.2207
043571,0.1731
044076,0.1296
044127,0.118
044135,0.0834
044557,0.1167
044637,0.1475
044638,0.1401
045755,0.1209
047671,0.1499
048471,0.1463
048505,0.1746
048506,0.1757
048519,0.1897
049170,0.1951
049171,0.19
049172,0.1925
049174,0.1276
049177,0.1501
049178,0.1449
049180,0.1558
049182,0.1732
049183,0.1732
049185,0.1337
049892,0.2178
049893,0.1415
049894,0.1415
049896,0.1415
049897,0.1569
049898,0.2178
049900,0.164
049903,0.1513
050184,0.1808
050279,0.1667
056123,0.1788
056124,0.1733
056161,0.1833
056162,0.1267
056163,0.1269
056165,0.1343
056166,0.1343
056168,0.1556
056169,0.1556
056170,0.1587
056172,0.1601
056173,0.159
056174,0.1614
056187,0.1587
056188,0.1601
056189,0.1529
061136,0.1742
061188,0.143
061222,0.1416
061223,0.1455
061224,0.1515
061225,0.1659
061226,0.1433
061227,0.1441
061231,0.1318
061232,0.1286
061233,0.1795
061234,0.1717
061236,0.1822
061237,0.1822
061238,0.1443
061271,0.1505
061272,0.1629
061273,0.1633
061274,0.143
061275,0.1432
061277,0.1442
061278,0.144
061280,0.144
061286,0.1678
061350,0.1604
061351,0.1598
061368,0.1621
062511,0.1335
062512,0.1409
062513,0.1656
062514,0.1656
062515,0.1478
062516,0.1522
062517,0.1628
062518,0.187
062519,0.2417
062521,0.1747
062522,0.1715
062607,0.0921
062608,0.0916
062620,0.0932
062621,0.0967
062622,0.0846
062726,0.1484
062756,0.148
062757,0.149
062759,0.1952
062815,0.1573
062861,0.1498
062942,0.1663
063399,0.2135
064208,0.1379
064209,0.1379
064210,0.1474
064212,0.1018
064214,0.1018
064215,0.0727
064377,0.1814
066434,0.1657
066451,0.093
066452,0.0933
066453,0.0981
066454,0.0978
066455,0.0941
066456,0.093
066457,0.102
066458,0.1003
066459,0.1053
066460,0.1043
066679,0.2043
066680,0.2043
066681,0.2092
066682,0.2092
066683,0.2071
066684,0.2075
066685,0.201
066686,0.201
066687,0.2026
066688,0.2026
066697,0.2207
066698,0.2142
066699,0.1839
066700,0.1916
066711,0.1679
066712,0.1867
066713,0.2015
066714,0.2188
066715,0.2198
066716,0.2182
066717,0.2173
066718,0.2108
066719,0.2036
066720,0.2175
066722,0.2025
066828,0.1444
066856,0.1596
066969,0.1938
067592,0.1805
069089,0.1555
069090,0.1545
069091,0.1588
069092,0.1639
069093,0.1657
069403,0.1594
071262,0.0931
071659,0.1615
072851,0.1306
072934,0.1855
072935,0.1777
073152,0.1378
075220,0.2079
075654,0.1297
075655,0.1297
075744,0.1419
076394,0.1692
076395,0.169
076396,0.1739
076397,0.1707
076398,0.193
076399,0.1854
078004,0.1427
078064,0.143
081565,0.1471
081950,0.159
081954,0.1642
082200,0.1479
082617,0.1467
082623,0.1823
083329,0.1286
083330,0.1277
083331,0.1516
083777,0.1585
085772,0.1777
086855,0.1449
086856,0.1462
086857,0.1265
086858,0.1698
086859,0.1634
086866,0.1523
086874,0.14
086875,0.1404
086876,0.1435
086880,0.1634
086885,0.1454
087373,0.1614
090482,0.1492
090915,0.1328
091120,0.0
091338,0.1663
091816,0.1366
091817,0.1334
091821,0.1317
096830,0.1618
099342,0.1809
099343,0.1828
099344,0.1709
099629,0.1277
099630,0.1144
099631,0.1281
099632,0.1269
099634,0.1377
100836,0.1714
100837,0.1889
100838,0.1889
102283,0.0
102568,0.1885
102569,0.1833
102602,0.159
102797,0.1093
103897,0.1282
105925,0.1751
106324,0.1605
106325,0.1605
108188,0.1454
108458,0.1441
108550,0.1494
109462,0.1858
109565,0.1508
109566,0.1487
109702,0.1518
CS007899,0.1395
CS009703,0.1585
CS050182,0.1558
CS050183,0.1495
CS056176,0.1681
CS056230,0.1712
CS056232,0.1679
CS107475,0.0
CSF00062,0.1791
CSF00094,0.1377
CSF00097,0.1518
CSF00140,0.1488
CSF00185,0.1539
CSF00461,0.1794
CSF00471,0.1812
CSF00481,0.1887
CSF00483,0.1351
CSF00487,0.1698
CSF00511,0.1851
CSF00568,0.1568
CSF00579,0.1494
CSF00619,0.1411
CSF00625,0.1441
CSF00632,0.1428
CSF00678,0.1944
CSF00897,0.12
CSF00913,0.125
CSF00958,0.1823
CSF00960,0.1753
CSF00997,0.1756
CSF00999,0.1916
CSF01019,0.1977
CSF01025,0.1587
CSF01093,0.1591
CSF01096,0.1623
CSF01101,0.1527
CSF01108,0.1932
CSF01289,0.1924
CSF01415,0.1925
CSF01489,0.1155
CSF01820,0.1087
CSF02307,0.1506
CSF02481,0.1427
CSF02680,0.1429
CSF02684,0.1759
CSF03293,0.2116
CSF03409,0.1679
CSF03411,0.1828
CSF03414,0.1652
CSF03416,0.1598
CSF03417,0.1724
CSF03419,0.167
CSF03421,0.23
CSF03423,0.1732
CSF03425,0.16
CSF03785,0.1587
CSF03788,0.1495
CSF03884,0.1741
CSF03930,0.122
CSF04052,0.2083
CSF04150,0.1695
CSF04183,0.1361
CSF04272,0.1377
CSF04319,0.1331
CSF04369,0.1232
CSF04534,0.1885
CSF04540,0.1995
CSF04546,0.1973
CSF04548,0.2079
CSL008159,0.1475
CSLM1HTV,0.1571
CSLM1MUV,0.135
CSLM1OKV,0.1617
CSLM1OPV,0.1811
CSLM1SFV,0.1897
CSLM1VTV,0.1709
CSLM2BLA,0.1795
CSLM2OVE,0.1302
CSLM2PF1,0.1551
CSLM2PU2,0.1304
CSLM3AHG,0.1438
CSLM3LED,0.1442
CSLM3NTF,0.1493
CSLM3NYA,0.1572
CSLM4BP1,0.1255
CSLM4FT1,0.1836
CSLM4KFD,0.1475
CSLM4MKF,0.1192
CSLM4SG1,0.1805
CSLM4UK1,0.1067
CSLMXKPB,0.1607
F00001,0.1852
F00002,0.1585
F00003,0.1577
F00004,0.1752
F00005,0.1699
F00006,0.1684
F00007,0.1805
F00008,0.1797
F00009,0.1684
F00010,0.1861
F00011,0.1812
F00012,0.1937
F00013,0.1429
F00014,0.1442
F00015,0.1471
F00016,0.1431
F00017,0.1415
F00018,0.1412
F00019,0.137
F00020,0.139
F00022,0.1401
F00023,0.1402
F00024,0.138
F00025,0.1315
F00026,0.1387
F00027,0.1383
F00028,0.1414
F00029,0.1389
F00030,0.1612
F00031,0.157
F00032,0.1674
F00033,0.1658
F00034,0.1643
F00035,0.1631
F00036,0.1639
F00045,0.1665
F00047,0.1765
F00048,0.1782
F00051,0.1745
F00052,0.1744
F00057,0.1793
F00066,0.1792
F00067,0.1739
F00069,0.1584
F00070,0.1584
F00071,0.1577
F00072,0.1582
F00073,0.1672
F00074,0.1708
F00076,0.1855
F00077,0.1833
F00078,0.183
F00079,0.1824
F00080,0.1831
F00081,0.1825
F00082,0.1652
F00083,0.1803
F00084,0.1832
F00085,0.1761
F00086,0.1756
F00087,0.1609
F00088,0.1581
F00089,0.1556
F00090,0.1529
F00091,0.148
F00092,0.1484
F00095,0.1498
F00096,0.1461
F00098,0.1518
F00099,0.1446
F00102,0.1823
F00103,0.1785
F00104,0.1804
F00105,0.1793
F00106,0.1855
F00107,0.1812
F00108,0.1766
F00110,0.1657
F00111,0.1846
F00113,0.1888
F00114,0.1571
F00119,0.1442
F00120,0.1643
F00121,0.1803
F00122,0.1662
F00123,0.169
F00124,0.1695
F00125,0.1676
F00126,0.1497
F00127,0.1497
F00128,0.1629
F00129,0.1608
F00130,0.1557
F00131,0.1552
F00132,0.1531
F00133,0.1506
F00135,0.1528
F00136,0.1517
F00137,0.1509
F00138,0.1554
F00141,0.1496
F00142,0.156
F00143,0.1452
F00144,0.1477
F00147,0.1556
F00148,0.1323
F00149,0.1398
F00150,0.1398
F00151,0.1477
F00152,0.1476
F00153,0.1428
F00154,0.1457
F00155,0.138
F00156,0.1372
F00157,0.1376
F00158,0.1374
F00159,0.1355
F00160,0.1468
F00161,0.1473
F00162,0.1569
F00163,0.1464
F00164,0.1514
F00165,0.1527
F00166,0.1506
F00167,0.152
F00168,0.15
F00169,0.1538
F00170,0.1502
F00171,0.1519
F00172,0.1513
F00173,0.13
F00174,0.1352
F00175,0.142
F00176,0.1352
F00177,0.1367
F00178,0.1367
F00179,0.2035
F00180,0.2035
F00181,0.2067
F00182,0.2246
F00183,0.2352
F00184,0.2356
F00187,0.165
F00188,0.1661
F00189,0.1522
F00191,0.1573
F00192,0.1532
F00193,0.1596
F00194,0.1659
F00195,0.1474
F00196,0.1484
F00198,0.1497
F00199,0.1505
F00201,0.1467
F00202,0.1467
F00203,0.1456
F00204,0.1422
F00205,0.1494
F00206,0.1494
F00207,0.1491
F00208,0.1513
F00209,0.1539
F00210,0.1534
F00211,0.1514
F00212,0.1541
F00213,0.1518
F00214,0.1487
F00215,0.1518
F00216,0.1511
F00217,0.1517
F00218,0.1508
F00219,0.153
F00220,0.1533
F00221,0.1573
F00222,0.157
F00223,0.1508
F00224,0.1516
F00225,0.1528
F00226,0.1467
F00227,0.1484
F00228,0.1452
F00229,0.1456
F00230,0.1461
F00231,0.146
F00232,0.156
F00233,0.1533
F00234,0.1589
F00235,0.1506
F00236,0.1501
F00237,0.1537
F00239,0.1553
F00240,0.1546
F00241,0.1487
F00242,0.1488
F00243,0.1483
F00244,0.1431
F00245,0.1544
F00246,0.1488
F00247,0.1475
F00248,0.1545
F00249,0.1539
F00250,0.1531
F00251,0.1504
F00252,0.1504
F00253,0.1505
F00254,0.15
F00255,0.1527
F00256,0.1528
F00257,0.1565
F00258,0.1557
F00259,0.1636
F00260,0.1609
F00261,0.15
F00262,0.1561
F00264,0.1555
F00265,0.155
F00266,0.1625
F00267,0.1545
F00268,0.1522
F00269,0.1583
F00270,0.1594
F00271,0.1573
F00272,0.167
F00273,0.1518
F00278,0.1519
F00279,0.1516
F00280,0.1433
F00281,0.1452
F00282,0.1483
F00283,0.1496
F00284,0.1494
F00285,0.1507
F00286,0.1443
F00287,0.1477
F00288,0.1394
F00289,0.1387
F00292,0.1425
F00293,0.1517
F00294,0.1421
F00295,0.1388
F00296,0.1415
F00297,0.1407
F00298,0.1403
F00299,0.139
F00300,0.1435
F00301,0.1429
F00302,0.1389
F00303,0.1385
F00304,0.1439
F00305,0.1478
F00307,0.1546
F00308,0.1558
F00310,0.152
F00311,0.1488
F00312,0.1512
F00313,0.1479
F00314,0.1641
F00315,0.164
F00316,0.1519
F00317,0.16
F00318,0.1729
F00319,0.1729
F00320,0.1518
F00321,0.1572
F00322,0.1589
F00323,0.1737
F00324,0.1743
F00325,0.1568
F00326,0.1576
F00327,0.1763
F00328,0.1755
F00329,0.2111
F00330,0.2111
F00331,0.2179
F00332,0.216
F00345,0.2192
F00346,0.2192
F00347,0.2233
F00348,0.2239
F00372,0.1444
F00373,0.1445
F00408,0.1414
F00409,0.135
F00410,0.1353
F00411,0.1422
F00412,0.1509
F00414,0.1512
F00415,0.1491
F00416,0.1721
F00417,0.1713
F00422,0.1469
F00423,0.1635
F00424,0.1648
F00425,0.1426
F00426,0.1411
F00427,0.1442
F00428,0.1423
F00429,0.1487
F00430,0.1472
F00431,0.1496
F00432,0.147
F00435,0.1378
F00436,0.1394
F00437,0.1412
F00438,0.1762
F00439,0.1762
F00440,0.1629
F00441,0.1648
F00442,0.1894
F00443,0.2032
F00444,0.2345
F00445,0.1835
F00446,0.1843
F00447,0.1911
F00448,0.1954
F00449,0.1956
F00450,0.1957
F00451,0.2159
F00452,0.1949
F00453,0.1914
F00454,0.1982
F00455,0.1989
F00456,0.1971
F00457,0.206
F00458,0.1978
F00459,0.1906
F00460,0.179
F00462,0.1776
F00463,0.1904
F00464,0.1906
F00465,0.1894
F00466,0.188
F00467,0.1737
F00468,0.1932
F00469,0.1803
F00473,0.178
F00474,0.1775
F00475,0.1779
F00476,0.1798
F00477,0.1876
F00478,0.1907
F00482,0.1971
F00485,0.1611
F00486,0.1631
F00489,0.173
F00490,0.1604
F00491,0.1608
F00493,0.1787
F00494,0.1774
F00495,0.1905
F00496,0.1951
F00497,0.1727
F00498,0.1747
F00499,0.1553
F00500,0.1676
F00501,0.168
F00502,0.1597
F00504,0.0959
F00505,0.1569
F00506,0.1571
F00507,0.1552
F00508,0.1851
F00509,0.1851
F00512,0.1879
F00513,0.2028
F00514,0.1634
F00515,0.2444
F00516,0.2391
F00517,0.2319
F00518,0.1972
F00519,0.1935
F00520,0.2026
F00521,0.2017
F00522,0.1834
F00523,0.1902
F00524,0.1877
F00529,0.1914
F00530,0.1863
F00531,0.1863
F00532,0.1947
F00533,0.1948
F00534,0.1785
F00535,0.1785
F00536,0.1804
F00537,0.175
F00538,0.1742
F00539,0.1667
F00540,0.1681
F00541,0.1708
F00542,0.1708
F00543,0.1676
F00544,0.1676
F00545,0.1743
F00546,0.162
F00547,0.1639
F00548,0.1666
F00549,0.2058
F00550,0.2044
F00551,0.1536
F00552,0.1536
F00553,0.1624
F00554,0.1625
F00555,0.1603
F00556,0.1673
F00557,0.1673
F00558,0.1942
F00559,0.1577
F00560,0.1577
F00561,0.1521
F00562,0.1497
F00563,0.1482
F00564,0.1477
F00565,0.1505
F00566,0.1528
F00567,0.1575
F00569,0.1564
F00570,0.1548
F00574,0.1533
F00575,0.1522
F00576,0.153
F00577,0.1502
F00580,0.1468
F00581,0.1531
F00583,0.1522
F00584,0.1446
F00585,0.1485
F00586,0.1454
F00587,0.1432
F00588,0.1442
F00589,0.1449
F00590,0.1479
F00591,0.1497
F00592,0.1424
F00594,0.1408
F00595,0.144
F00596,0.1408
F00597,0.1443
F00598,0.1445
F00599,0.1454
F00602,0.1438
F00603,0.146
F00604,0.1439
F00605,0.1445
F00606,0.1457
F00607,0.1456
F00608,0.1453
F00609,0.1586
F00610,0.1585
F00611,0.1404
F00612,0.1446
F00613,0.1454
F00614,0.1452
F00615,0.1461
F00616,0.1448
F00617,0.1752
F00618,0.2
F00620,0.1435
F00621,0.1407
F00622,0.1398
F00623,0.1441
F00626,0.1168
F00627,0.1427
F00628,0.1533
F00629,0.1499
F00630,0.1751
F00631,0.1814
F00634,0.1542
F00635,0.154
F00636,0.1946
F00637,0.1978
F00638,0.2016
F00639,0.2052
F00645,0.2015
F00646,0.2022
F00649,0.1916
F00650,0.1926
F00653,0.1925
F00654,0.1989
F00655,0.201
F00656,0.1744
F00657,0.176
F00658,0.1671
F00659,0.1696
F00660,0.1614
F00661,0.1615
F00662,0.1617
F00663,0.1552
F00664,0.1495
F00665,0.1556
F00666,0.1607
F00667,0.1659
F00668,0.164
F00669,0.1588
F00670,0.1889
F00671,0.1968
F00672,0.1588
F00673,0.1586
F00674,0.1758
F00676,0.165
F00677,0.168
F00679,0.1869
F00680,0.1517
F00681,0.1968
F00682,0.1762
F00683,0.1752
F00684,0.1455
F00685,0.1406
F00688,0.1418
F00690,0.1865
F00691,0.1407
F00692,0.1429
F00693,0.1379
F00697,0.1591
F00698,0.158
F00699,0.1588
F00700,0.1477
F00701,0.1471
F00702,0.1329
F00703,0.1338
F00704,0.12
F00705,0.1195
F00706,0.1176
F00707,0.1557
F00708,0.1554
F00709,0.1537
F00710,0.1551
F00711,0.1544
F00712,0.1639
F00713,0.1496
F00714,0.1535
F00715,0.1573
F00717,0.1564
F00718,0.1691
F00720,0.1234
F00721,0.1234
F00722,0.0993
F00723,0.1393
F00724,0.1315
F00725,0.1288
F00726,0.1497
F00727,0.1497
F00728,0.1493
F00729,0.1499
F00730,0.1064
F00731,0.1069
F00732,0.1279
F00733,0.1279
F00735,0.1414
F00736,0.1452
F00739,0.1391
F00740,0.1472
F00743,0.143
F00744,0.1468
F00746,0.1494
F00747,0.1418
F00748,0.1195
F00749,0.1289
F00750,0.1281
F00751,0.1529
F00752,0.1429
F00753,0.1491
F00754,0.153
F00755,0.1469
F00756,0.1513
F00757,0.1471
F00758,0.1478
F00759,0.1507
F00760,0.1526
F00761,0.1455
F00762,0.1543
F00764,0.1476
F00767,0.1477
F00768,0.1523
F00769,0.1488
F00770,0.1487
F00771,0.1453
F00772,0.145
F00773,0.1469
F00774,0.1431
F00775,0.1415
F00776,0.1381
F00777,0.141
F00778,0.1397
F00779,0.1334
F00780,0.133
F00781,0.1322
F00782,0.1282
F00783,0.1311
F00784,0.1295
F00785,0.1288
F00786,0.1318
F00787,0.1272
F00788,0.1314
F00789,0.1331
F00790,0.1357
F00791,0.1337
F00792,0.1343
F00793,0.1265
F00794,0.1242
F00795,0.1278
F00796,0.128
F00797,0.1235
F00798,0.1241
F00799,0.1203
F00800,0.1229
F00801,0.1237
F00803,0.1246
F00804,0.1239
F00805,0.1237
F00806,0.1188
F00808,0.1201
F00809,0.1212
F00810,0.1206
F00811,0.1206
F00812,0.1221
F00813,0.1203
F00814,0.1187
F00815,0.118
F00816,0.1137
F00817,0.1126
F00818,0.1168
F00819,0.1149
F00820,0.1241
F00821,0.1255
F00822,0.1231
F00823,0.1267
F00826,0.1379
F00827,0.1372
F00828,0.1174
F00829,0.1264
F00830,0.1353
F00831,0.1357
F00832,0.126
F00833,0.1248
F00834,0.1278
F00835,0.1266
F00836,0.1275
F00837,0.141
F00838,0.1396
F00840,0.144
F00841,0.1401
F00842,0.1431
F00845,0.1477
F00846,0.1466
F00848,0.1461
F00849,0.1477
F00850,0.1457
F00851,0.1235
F00852,0.1237
F00853,0.1459
F00854,0.1256
F00855,0.124
F00856,0.0912
F00859,0.1396
F00861,0.1169
F00862,0.1188
F00863,0.1443
F00864,0.1478
F00867,0.1558
F00868,0.1424
F00869,0.1437
F00870,0.136
F00871,0.1217
F00872,0.1112
F00873,0.1581
F00874,0.1653
F00875,0.1719
F00876,0.1447
F00877,0.1294
F00878,0.121
F00879,0.1188
F00880,0.1452
F00881,0.1479
F00884,0.1505
F00885,0.1321
F00886,0.1317
F00887,0.1324
F00888,0.1311
F00889,0.1276
F00890,0.1262
F00891,0.1289
F00892,0.1288
F00893,0.1259
F00894,0.1259
F00895,0.1328
F00896,0.1331
F00899,0.1002
F00900,0.1491
F00901,0.1491
F00904,0.122
F00905,0.1601
F00906,0.119
F00907,0.119
F00908,0.1419
F00909,0.1427
F00910,0.1238
F00916,0.12
F00918,0.1928
F00919,0.1831
F00921,0.1946
F00922,0.1971
F00923,0.1986
F00924,0.1826
F00925,0.1566
F00926,0.1554
F00929,0.158
F00930,0.1564
F00931,0.1648
F00932,0.158
F00933,0.1578
F00935,0.1613
F00938,0.1688
F00939,0.1675
F00940,0.168
F00941,0.1744
F00942,0.1782
F00943,0.1764
F00944,0.1761
F00945,0.1782
F00950,0.175
F00951,0.1873
F00966,0.1745
F00967,0.1745
F00968,0.1634
F00969,0.1611
F00970,0.1812
F00971,0.1826
F00972,0.1837
F00973,0.1765
F00974,0.1705
F00975,0.1695
F00976,0.1695
F00979,0.168
F00980,0.17
F00981,0.1692
F00982,0.1728
F00983,0.184
F00985,0.1726
F00986,0.1679
F00990,0.164
F00991,0.1636
F01000,0.1915
F01004,0.182
F01005,0.1954
F01006,0.1929
F01007,0.1938
F01010,0.1917
F01011,0.1933
F01012,0.1966
F01013,0.1931
F01014,0.1955
F01015,0.1949
F01016,0.1891
F01017,0.1971
F01020,0.1718
F01021,0.1707
F01022,0.18
F01023,0.1582
F01028,0.1599
F01029,0.16
F01030,0.1641
F01031,0.1677
F01032,0.1657
F01033,0.1649
F01034,0.1604
F01035,0.1601
F01036,0.1588
F01037,0.1602
F01040,0.1655
F01041,0.164
F01042,0.1645
F01043,0.1632
F01044,0.1628
F01045,0.157
F01046,0.157
F01047,0.1572
F01048,0.1666
F01051,0.1621
F01054,0.1578
F01055,0.1628
F01056,0.1588
F01057,0.1513
F01058,0.1535
F01059,0.1539
F01060,0.1533
F01061,0.1407
F01062,0.1412
F01066,0.1478
F01067,0.1494
F01068,0.1578
F01069,0.1535
F01070,0.1536
F01071,0.1554
F01072,0.1544
F01073,0.1528
F01074,0.1535
F01075,0.1802
F01076,0.1811
F01077,0.1802
F01078,0.1823
F01081,0.159
F01082,0.1612
F01088,0.1651
F01089,0.1715
F01090,0.1604
F01091,0.162
F01094,0.1623
F01097,0.1581
F01098,0.154
F01099,0.1537
F01104,0.1478
F01105,0.1481
F01106,0.1474
F01107,0.1475
F01109,0.1741
F01110,0.194
F01111,0.169
F01112,0.1728
F01115,0.1688
F01116,0.1767
F01117,0.1587
F01118,0.1593
F01119,0.1604
F01120,0.1617
F01121,0.1654
F01122,0.1636
F01123,0.1578
