stop_id,weighted_med_inc_multi,weighted_med_inc_walk,percent_change_income,log_change_income,weighted_gini_multi,weighted_gini_walk,percent_change_gini,log_change_gini,weighted_hh_low_multi,weighted_hh_mid_multi,weighted_hh_high_multi,entropy_multi,weighted_hh_low_walk,weighted_hh_mid_walk,weighted_hh_high_walk,entropy_walk,percent_change_entropy,log_change_entropy,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,cluster,stop_lat,stop_lon,stop_name
1173418,34837.126216810706,37821.25809711715,-7.890091526420963,-0.08218766465276568,0.3327804935517363,0.3276394820618532,1.5691062192902956,0.015569230272049261,1428.1076476176584,3101.429241965789,1318.0057826784257,1.4664086813134487,1023.5253373399345,2581.8457464772573,1241.448962175715,1.4611006455211655,0.3632902229257372,0.0036263191788551996,6.074,0.3762,76,3.23,0.283,4.875,22,6,31,2,197,13,248,44,94,3,3,10,2,73,5,114,18,20,3.242,2.832,0.0145812138588725,0.0017152658662092,0.1155417550493917,0.0020669387538752,932,60.20128,24.93713,Messukeskus
1173423,35912.74610898863,37984.88186944977,-5.455159154062565,-0.05609595772469532,0.3285655616841568,0.3217997074420903,2.1025047834401924,0.020807071530385513,1206.6217313537893,2726.7149887864925,1161.1034826221487,1.4610577123608754,935.4425534306771,2589.0509526634214,1190.6799064089523,1.4392475897047403,1.5153836499117883,0.015040164062549667,9.197,0.0843,103,6.995,1.192,3.998,24,7,48,3,231,19,307,61,137,5,1,6,0,69,2,38,12,7,3.402,5.794999999999999,0.0041144332052842,0.0051457975986277,0.1047132946320386,0.0034663080541504,907,60.208348,24.945462,Koskelantie
1173424,35211.326444962084,38091.888123156226,-7.5621393953507825,-0.0786335444601874,0.3300635394111825,0.3215977255463015,2.6324234260363686,0.02598371462309656,1282.5804566162005,2841.718383288137,1202.172910969651,1.4628967571108509,927.7028824684782,2586.619948893083,1196.0943289850582,1.4386892305207726,1.682609842107161,0.016686107775621406,7.615,0.2903,86,4.264,1.175,4.011,26,6,45,3,210,16,308,50,133,4,1,6,0,63,3,40,12,7,3.335,4.28,0.0041144332052842,0.0051457975986277,0.1047132946320386,0.0034663080541504,907,60.20816,24.94549,Koskelantie
1173429,36162.4199992859,36555.498406720515,-1.0752921573142893,-0.01081115204231182,0.3292961899128928,0.33139336725155855,-0.6328362441466169,-0.006348471409846981,1208.2063741500847,2812.645919875592,1250.4101059622767,1.4630634958393958,1198.9241284471402,2770.772440550719,1265.79768134915,1.4680551400597075,-0.3400174887238033,-0.003405968618731446,6.334,0.4459,79,2.901,0.455,4.77,12,6,27,2,172,9,201,34,59,5,4,12,2,82,4,132,19,20,3.42,2.914,0.0025751055278672,0.0025728987993138,0.0986085735346005,9.075379127209516e-05,931,60.2004,24.94176,Radanrakentajantie
1173430,35376.61595058726,36376.47043304787,-2.748629733884931,-0.027871113448800097,0.3310877079873617,0.33182353665210035,-0.22175300527585087,-0.0022199924134386284,1472.334588144737,3228.203157452443,1369.6668834484556,1.4648260431586695,1218.60314416651,2790.605303839801,1266.2452078754704,1.4684713885964573,-0.24824082144848553,-0.002485494498425607,6.869,0.332,96,4.379,0.478,4.757,29,5,47,1,202,19,321,50,142,5,4,14,2,84,6,134,19,23,3.492,3.377,0.0025751055278672,0.0025728987993138,0.0986085735346005,9.075379127209516e-05,931,60.20036,24.94221,Radanrakentajantie
1173431,34996.59692175913,37338.007608086795,-6.270850632695671,-0.06476095262237362,0.3197480048354181,0.32885485906541395,-2.769262481289464,-0.028083294895381014,1112.3710980017713,2610.02571585766,1158.0963420889577,1.4615819996002781,1084.9802445739492,2654.9932411019095,1250.5221417358216,1.4633341066561685,-0.11973390409754411,-0.0011980564240559506,7.295,0.4712,86,4.537,0.357,4.809,13,6,26,3,191,9,210,35,64,3,4,11,2,76,4,117,20,22,3.181,4.114,0.0041950623695537,0.0025728987993138,0.1041128420868858,0.0004599402218404,933,60.20108,24.93925,Kellosilta
1173432,34923.72185934468,37297.50809247784,-6.364463350332785,-0.06576020949853977,0.3324334712899054,0.3292937152378958,0.9534819241057544,0.00948964974706641,1494.2273978370945,3251.6435023871004,1377.8327634964278,1.465677863948886,1094.680257690766,2664.615265377735,1259.896618155613,1.4646931015061333,0.06723336388627642,0.0006721077238562931,6.187,0.326,81,3.333,0.322,4.852,25,5,43,2,187,16,304,51,134,4,4,13,2,79,5,120,18,20,3.213,2.974,0.0041950623695537,0.0025728987993138,0.1041128420868858,0.0004599402218404,933,60.20068,24.93897,Kellosilta
1173433,32874.432688271634,37854.33836658035,-13.15544239628084,-0.1410503595854909,0.30065028378318914,0.3273619314797963,-8.159668283926813,-0.08511864153231714,1000.4469002318126,2349.3704504402654,1046.925610309665,1.462077600577199,1014.3144794934339,2566.503703895556,1231.364620109217,1.4603071769074119,0.12123638764389437,0.0012116295568030007,8.55,0.4566,109,4.325,0.282,4.879,14,8,31,3,218,10,230,38,74,3,3,10,2,74,5,113,18,20,3.244,5.306000000000001,0.0145812138588725,0.0017152658662092,0.1155417550493917,0.0020669387538752,932,60.20141,24.93678,Messukeskus
1173434,34858.20291417845,36539.283579598494,-4.600748839965392,-0.04709945704018608,0.33261218987095253,0.33158467071627956,0.30988138035855406,0.0030940223760334497,1482.3366943268795,3241.4074866950555,1384.6248973515176,1.466244076205117,1191.127126868918,2765.8319403491514,1279.084704295126,1.469038519089849,-0.19022257404545628,-0.0019040372694943144,6.917,0.3653,88,6.445,0.347,4.938,26,7,47,2,214,17,315,54,134,5,4,14,2,87,5,136,20,29,3.439,3.478,0.0066365382874279,0.0034305317324185,0.1044967113787529,0.0005448395562925,928,60.199135,24.94007,Asemapäällikönkatu
1173435,33475.677966780495,37600.82422317819,-10.970893169556751,-0.1162068266841809,0.3050678338216334,0.32850069528632997,-7.133276063319098,-0.07400479661993672,999.1958380000211,2357.905377994605,1030.0885900603514,1.4584192784457068,1050.8875797627431,2620.9538724860863,1280.9266901891485,1.465039796745746,-0.45190023607175456,-0.004529243917947195,11.213,0.4084,133,12.421,0.044,5.121,15,13,45,3,264,13,265,51,91,4,4,13,2,67,5,121,17,28,3.576,7.636999999999999,0.078506022357406,0.0094339622641509,0.1305035299339322,0.400552561224747,929,60.19942,24.93461,Pasilan asema
1174101,31797.87074442585,27208.655506625168,16.86674755642826,0.15586418998495694,0.277682944113487,0.22922439473610823,21.140223505951916,0.19177856058489895,695.3085702555763,1776.7444292949272,777.3875413044017,1.4458744218122912,273.45432392219595,811.9285371944596,380.33599622510036,1.42900316202791,1.1806313822594385,0.011737163044600327,8.021,0.605,70,4.54,1.197,5.104,5,5,22,1,192,8,137,37,37,0,0,0,1,11,0,24,5,5,2.74,5.281000000000001,0.0218604188236065,0.0051457975986277,0.1185475852409439,0.0293350786420227,876,60.208023,24.921068,Ilmalan seisake
1174102,31991.17414809526,26993.63335569855,18.513775920949502,0.16985902032776065,0.27858110717421186,0.22714710949045502,22.643474442239448,0.20411137859034154,691.4383321372239,1781.0210232886502,792.414407697538,1.446986360334849,275.05961502466255,818.7488987490451,383.86502115434297,1.4286541883540136,1.283177701803142,0.012750147328325053,7.8,0.6635,71,5.792,1.201,5.121,5,5,22,2,181,7,144,39,37,0,0,0,1,10,0,16,5,4,2.818,4.981999999999999,0.0218604188236065,0.0051457975986277,0.1185475852409439,0.0293350786420227,876,60.20796,24.92078,Ilmalan seisake
1174112,37404.300010988285,39071.920526065274,-4.268079205281201,-0.0436183925208046,0.32540692830399937,0.31946631827209165,1.859541896009223,0.018424638069771987,816.4133217907479,2069.06857252153,957.2350659961206,1.4551924518250423,729.1156295095291,2189.1693191454124,1049.122473443713,1.4299312674647373,1.7666013000116423,0.01751178276550883,7.114,0.7488,60,3.949,0.841,4.798,5,5,17,3,148,5,133,28,35,1,2,8,1,36,3,86,6,12,2.738,4.376,0.0052980051564366,0.0025728987993138,0.1068508901638374,0.0027700649690006,618,60.20661,24.92968,Veturitie
1174149,37298.52361606519,37398.75667730843,-0.2680117473104597,-0.0026837154179872196,0.32262628329838283,0.3067414580979661,5.178571328086823,0.05048939896702043,739.6963860334265,1986.4358443665487,912.0073118315815,1.4443111507882307,662.8770110278952,2011.6073208378855,947.3446920487626,1.4256483413645182,1.3090752384174829,0.013005808997313262,5.732,0.8685,39,3.377,0.884,4.798,5,3,14,2,123,7,109,22,26,1,2,6,1,36,0,76,8,11,3.029,2.7030000000000003,0.0052980051564366,0.0025728987993138,0.1068508901638374,0.0027700649690006,618,60.20694,24.92919,Veturitie
1174401,33346.81265763135,37768.1346786021,-11.70648764784164,-0.12450355387292372,0.3067911267229745,0.32789428326825587,-6.4359635474390195,-0.06652410227241994,1057.510147509122,2437.2017990125255,1054.10939654886,1.4605129716108074,1026.2085250196005,2587.1408585194963,1264.8956355223327,1.4633156508898932,-0.19152937217485735,-0.001917130242127503,11.432,0.4008,146,13.341,0.061,5.107,19,13,50,3,268,15,292,51,106,4,4,12,2,69,5,118,17,25,3.559,7.873,0.078506022357406,0.0094339622641509,0.1305035299339322,0.400552561224747,929,60.19989,24.93402,Pasilan asema
1174501,34509.979160759984,37719.716810908336,-8.509442597989265,-0.08893441682410673,0.3062767179112745,0.3285354349713959,-6.775134335831814,-0.07015570090930072,962.4037624170302,2325.8260903705213,993.1022452759374,1.4512669573317254,1038.1769874535114,2594.0728860218424,1280.3071638019098,1.4659594237271958,-1.0022423648067187,-0.010072986259582738,14.742,0.6002,164,16.273,0.029,5.185,14,15,55,4,322,17,280,75,95,4,4,13,3,66,5,118,17,25,3.485,11.257,0.078506022357406,0.0094339622641509,0.1305035299339322,0.400552561224747,929,60.199117,24.933579,Pasila
1174502,33138.44934374129,37888.180497948975,-12.53618171098189,-0.1339449834097658,0.30044190769011914,0.3281998190231404,-8.457625423329109,-0.08836821078146372,952.6264685157817,2259.0044824271504,964.6649492552727,1.4542412080304752,1012.058542185324,2551.3680245608593,1270.3750464471425,1.4655757598945145,-0.7733855986302012,-0.00776391734429164,14.281,0.5175,154,17.154,0.06,5.216,15,14,58,3,313,16,293,70,103,4,4,12,3,66,4,116,16,24,3.481,10.8,0.078506022357406,0.0094339622641509,0.1305035299339322,0.400552561224747,929,60.199041,24.932928,Pasila
1174551,33491.58186842222,37698.76643059721,-11.160005911387962,-0.11833325350157828,0.3029674641009718,0.32854903510550076,-7.7862261857851545,-0.08106067597350361,956.897931251385,2303.3361492098416,1012.4130314876662,1.4562337788088318,1039.5311728634317,2594.712035450402,1279.0330373288366,1.4659791931844992,-0.6647716707696104,-0.006669911192859724,10.776,0.4205,116,9.781,0.03,5.186,13,13,44,3,244,12,256,47,87,4,4,13,3,66,5,118,17,25,3.494,7.282,0.078506022357406,0.0094339622641509,0.1305035299339322,0.400552561224747,929,60.199118,24.933561,Pasila
1174552,33491.58186842222,37888.180497948975,-11.604142958949327,-0.12334508349420428,0.3029674641009718,0.3281998190231404,-7.688107506357131,-0.07999720669425729,956.897931251385,2303.3361492098416,1012.4130314876662,1.4562337788088318,1012.058542185324,2551.3680245608593,1270.3750464471425,1.4655757598945145,-0.6374273743689054,-0.006394676173227639,10.776,0.4205,116,9.781,0.06,5.216,13,13,44,3,244,12,256,47,87,4,4,12,3,66,4,116,16,24,3.481,7.295,0.078506022357406,0.0094339622641509,0.1305035299339322,0.400552561224747,929,60.199041,24.932928,Pasila
1180103,37638.496200162976,37894.93551831436,-0.676711319451784,-0.006790113929457793,0.32426895526297805,0.3242958301152328,-0.008287140863073016,-8.287484265563191e-05,692.1880764840638,1709.8105423358884,904.0018235255072,1.475812782736083,525.6235804154843,1356.5350633345618,733.4019572364663,1.4708566995549384,0.3369521437842479,0.003363857320492643,10.98,0.6423,133,6.398,1.778,6.765,15,5,30,9,197,19,155,59,83,2,2,14,5,43,6,33,20,22,3.356,7.624,0.0699940497318301,0.0025728987993138,0.0873752485549088,0.002570876557308,968,60.1949,24.90303,Kuusitie
1180105,38464.908010937084,37973.296597630375,1.294624005168377,0.01286315382045753,0.3237663608416658,0.3241284399212743,-0.11170851891196122,-0.0011177095938315971,803.4209335501516,1964.7496683477295,1165.2701474675418,1.4882337644111423,532.8551668270563,1374.313257587911,753.7829822323548,1.4724074551053579,1.0748593570963674,0.010691238067049101,11.453,0.5614,151,6.213,1.813,6.798,39,10,48,10,233,28,308,71,147,2,2,14,5,44,6,34,20,22,3.345,8.107999999999999,0.0699940497318301,0.0025728987993138,0.0873752485549088,0.002570876557308,968,60.19479,24.90243,Kuusitie
1180113,38760.89535355575,38067.05119126441,1.8226895453634924,0.018062776843222307,0.32308881005255213,0.32371810818745855,-0.19439695185108583,-0.0019458614795960256,753.1086919725858,1870.6200209535727,1140.726994023892,1.487745864592918,593.869854960844,1506.8543813419951,864.1417338906122,1.479307168010398,0.5704492457688639,0.005688283454133103,11.855,0.6126,155,7.677,1.468,6.61,32,10,47,11,236,27,274,75,134,6,2,13,5,61,7,60,19,41,3.562,8.293000000000001,0.3158040026017563,0.0077186963979416,0.0932512182434581,0.0102994672633027,971,60.19157,24.91246,Töölön tulli
1180115,39147.128761553795,37987.25992054941,3.0533100924632524,0.030076242059703984,0.32257028469041965,0.3240241052206939,-0.44867665918992705,-0.004496862338615208,873.1461325467469,2151.8721566954096,1380.5522739159092,1.4923048129503358,590.9705178332185,1497.0082062099896,853.7858898493997,1.4791027246829473,0.89257412937417,0.008886142323923093,11.813,0.5747,156,6.664,1.517,6.649,52,22,66,11,250,31,531,69,221,6,2,13,5,63,7,54,21,40,3.511,8.302,0.3158040026017563,0.0077186963979416,0.0932512182434581,0.0102994672633027,971,60.19182,24.91102,Töölön tulli
1180121,38730.307637265716,38076.28231361325,1.7176711693269355,0.017030859782773945,0.32348645828090833,0.32528152855549325,-0.5518512786620405,-0.005533796031430308,950.2060842072534,2306.111957959532,1396.285919213599,1.491056968093431,798.7889186959763,1978.1266016449983,1117.7125398021856,1.4820321964822072,0.6089457187667835,0.00607099136986742,11.499,0.5494,175,5.849,1.066,6.201,48,13,53,10,260,32,388,77,206,8,4,16,4,74,5,119,16,50,3.792,7.707000000000001,0.3182491755725372,0.0060034305317324,0.100859598171316,0.0185227633839883,901,60.19123,24.92366,Auroran sairaala
1180203,37548.63693137734,37905.120759492456,-0.940463507231655,-0.009449137894384247,0.324391921753973,0.32431057992121126,0.025081461351499038,0.0002507831647881964,742.1260134018542,1801.1045703314467,929.7057580137791,1.4760081705984787,525.8979134968379,1360.9629462915284,735.1194094784428,1.4702980561048822,0.3883644183495513,0.0038761223059976145,11.307,0.5201,142,5.044,1.792,6.762,15,6,31,9,204,18,150,58,87,2,2,14,5,44,6,34,20,22,3.409,7.898000000000001,0.0699940497318301,0.0025728987993138,0.0873752485549088,0.002570876557308,968,60.19522,24.90259,Kuusitie
1180206,38695.789438555286,37993.91851171387,1.847324399100934,0.018304686325924087,0.32346793847398964,0.32424388975054796,-0.23931099431211944,-0.0023959780073634627,812.0075288784267,1987.6491667027763,1227.863121387148,1.4910707307586573,533.2472623206835,1384.2043145636876,758.7915901040257,1.471258315524532,1.3466306375343569,0.01337644153770442,11.725,0.5808,156,7.221,1.862,6.806,43,11,52,10,235,28,317,74,163,2,2,13,5,47,7,36,20,22,3.494,8.231,0.0699940497318301,0.0025728987993138,0.0873752485549088,0.002570876557308,968,60.19551,24.90115,Kuusitie
1180214,38777.30438961505,38043.66251217455,1.928420738160315,0.019100623480133142,0.32281244899515493,0.3237420621474102,-0.2871462379923857,-0.0028755929370781674,790.5857568318371,1950.4837711148,1176.5653514492233,1.488078501811534,587.3055590818255,1491.4673537292063,850.741065587481,1.4786921099689998,0.63477662315591,0.006327704018892224,12.343,0.4888,156,9.133,1.479,6.618,32,11,49,11,240,29,280,78,134,6,2,13,5,62,8,56,20,40,3.496,8.847,0.3158040026017563,0.0077186963979416,0.0932512182434581,0.0102994672633027,971,60.19169,24.91203,Töölön tulli
1180437,39329.39525766289,37989.39630392399,3.5272973095402587,0.03466513406465524,0.32190269383328757,0.3240201649880575,-0.6534998075962342,-0.0065564446625517294,747.9194377136988,1881.3126354685533,1216.9967275716908,1.4893215393563999,590.4962770731862,1495.49547408756,853.206590946041,1.4791671689074097,0.6864924169788528,0.00684146786716364,9.667,0.5947,136,5.355,1.511,6.643,32,10,44,11,198,26,259,60,131,6,2,13,5,63,7,54,21,39,3.494,6.173,0.3158040026017563,0.0077186963979416,0.0932512182434581,0.0102994672633027,971,60.19186,24.91111,Töölön tulli
1180438,39585.084587438345,38093.29707583297,3.916141752276391,0.03841405858991722,0.3217049001410747,0.3237112909925744,-0.619808733068164,-0.006217375213919036,799.0848304213215,1993.3893257839677,1345.0908238730112,1.4927542837074785,602.6683625438055,1526.9489785364415,881.4441795886472,1.480121058998478,0.8535264485425869,0.008499045064473541,10.24,0.624,144,5.159,1.485,6.628,45,19,56,11,208,27,465,62,177,6,2,13,5,61,7,62,20,42,3.613,6.627000000000001,0.3158040026017563,0.0077186963979416,0.0932512182434581,0.0102994672633027,971,60.19141,24.91231,Töölön tulli
1180439,38137.38556566694,37880.60512152553,0.6778678516819607,0.006755806578436524,0.32303957785649434,0.32432072881785506,-0.3950259257342264,-0.00395808213984787,638.2564399920813,1590.8565707870255,908.0638765513097,1.4818762204360518,553.8888368319185,1412.7183895670871,780.8338906493746,1.4750436240946065,0.46321317077243646,0.004621436400974183,6.902,0.625,80,3.62,1.651,6.715,14,4,27,9,123,16,129,40,78,3,1,10,6,53,7,39,19,28,3.333,3.569,0.0679922708875197,0.0017152658662092,0.0862212236055303,0.0,969,60.1935,24.90646,Jalavatie
1180440,39725.54254073046,37881.58408623385,4.86769098752314,0.04752928376060637,0.32006941290798047,0.3243064941251784,-1.3065052023171928,-0.013151150558805119,678.415300643265,1734.5145679624165,1180.7854588415598,1.4888904224960884,554.6892954817005,1414.6570967691675,782.1191553680193,1.4750822676533926,0.9360938806933302,0.009317396738102434,7.368,0.6788,113,3.099,1.653,6.718,26,8,37,10,160,20,211,44,122,3,1,11,6,54,7,39,18,28,3.333,4.035,0.0679922708875197,0.0017152658662092,0.0862212236055303,0.0,969,60.19345,24.90648,Jalavatie
1180441,37874.80266791007,37921.316010313196,-0.12265751112243282,-0.0012273279701644339,0.32368444438346305,0.3242978941331056,-0.1891624215699571,-0.0018934155962219146,679.4581061131231,1683.1195517814108,927.4166772531423,1.4796022682451442,531.4816789650004,1375.3898298648946,746.7667836757504,1.4708262327018349,0.5966738523005644,0.005949008032547156,8.615,0.6259,108,4.894,1.81,6.782,15,5,30,9,159,16,141,48,80,2,2,13,5,42,6,35,20,22,3.307,5.308,0.0699940497318301,0.0025728987993138,0.0873752485549088,0.002570876557308,968,60.19511,24.90231,Kuusitie
1180442,38394.834248106396,37900.84871777332,1.3033627136202521,0.01294942030907207,0.3231238529847444,0.32431013224650784,-0.3657854454148743,-0.003664560762547422,699.8024164630234,1740.320696561827,1018.7058231488493,1.4844044231276783,527.3228782162105,1364.2815360337886,737.32349512254,1.4704010208642257,0.9523525939353646,0.009478463045373422,9.218,0.6289,126,5.258,1.806,6.784,24,8,38,10,179,18,211,56,96,2,2,13,5,42,6,34,20,22,3.209,6.009,0.0699940497318301,0.0025728987993138,0.0873752485549088,0.002570876557308,968,60.19498,24.90246,Kuusitie
1180443,38194.160377603686,38153.567718102015,0.10639282753736419,0.0010633627048016153,0.3248750736471619,0.32513039068757704,-0.07852758392570153,-0.0007855843298395944,1015.5413064016036,2416.557275743437,1398.58842605636,1.490634399522087,810.6809194786509,2001.8747946514823,1137.5090570298698,1.4830111938758006,0.5140356106391473,0.005127189577098871,8.979,0.4498,143,4.562,1.068,6.201,43,8,44,8,222,28,352,65,184,8,4,16,5,71,6,122,15,50,3.78,5.199,0.3182491755725372,0.0060034305317324,0.100859598171316,0.0185227633839883,901,60.19115,24.92384,Auroran sairaala
1201107,43043.59226972485,41959.43160562397,2.5838306731389804,0.025510138550685804,0.32112167257907454,0.3272685162979881,-1.8782264143357628,-0.018960891081750527,1299.0400165388587,2972.5672065154404,2250.496146208489,1.5100240265667242,1332.2776095695951,3337.8234688371467,2363.8446234774487,1.4936756871480172,1.094503951518553,0.010885576063296582,7.647,0.7872,177,3.413,4.198,9.012,112,24,87,11,230,51,842,70,495,29,5,19,5,89,12,163,28,136,3.072,4.575,0.0420463722977382,0.0051457975986277,0.1028321619939586,0.0507591277253872,1000,60.162674,24.916438,Selkämerenkatu
1201109,45850.625069219175,41555.60367163581,10.335601021517535,0.09835645357476412,0.31345531785211395,0.3294783246514402,-4.863144431815733,-0.04985374610629694,1236.224745844579,3219.535521496349,2800.2230080348327,1.4852785233434913,1520.776406545174,3869.6822915902926,2670.8744855093055,1.490216274909424,-0.33134462755970834,-0.003318947894949381,5.407,0.849,59,1.918,4.3,9.313,43,17,39,7,186,19,470,41,235,11,1,2,6,43,2,35,12,32,1.916,3.491,0.0020134643834065,0.0008576329331046,0.0856177004517928,0.0,996,60.16422,24.90171,Salmisaarenranta
1201111,45248.28833464705,41355.366127585,9.413342382345334,0.08996265618256401,0.31519483856492886,0.3306289902753163,-4.668118091379505,-0.04780588868699595,1343.1201251699854,3519.0637055327825,2942.4684270131975,1.4856145499237847,1556.6435534967932,3914.2544601513896,2677.256338570245,1.4919310524244596,-0.42337764137358874,-0.004242764222315194,4.454,0.8457,39,1.06,4.188,9.24,32,16,34,6,160,15,393,38,187,11,1,2,5,27,0,21,6,20,1.264,3.1899999999999995,0.0020134643834065,0.0008576329331046,0.0856177004517928,0.0,996,60.165917,24.899274,Salmisaarenaukio
1201112,44522.17944958508,41489.63425525201,7.309163478463762,0.07054386054700507,0.31789754446015706,0.32994449748951055,-3.651205921303925,-0.03719530725486358,1342.047342631002,3525.316210161352,2787.185785113675,1.4862671533607505,1542.6535716327342,3903.4811847916694,2691.5820849582424,1.4911462363378765,-0.32720352023343546,-0.0032774000152847142,3.336,0.8557,33,0.69,4.236,9.268,24,8,25,6,132,13,228,34,156,11,1,2,6,39,1,30,9,29,1.602,1.7339999999999998,0.0020134643834065,0.0008576329331046,0.0856177004517928,0.0,996,60.165095,24.900652,Energiakatu
1201113,43043.59226972485,41696.597713685216,3.2304663447337836,0.031793840010287164,0.32112167257907454,0.32831623950914285,-2.1913527460063276,-0.02215719512594014,1299.0400165388587,2972.5672065154404,2250.496146208489,1.5100240265667242,1396.4544681625018,3494.8341079951474,2455.699017931386,1.4936415166557597,1.0968167213003457,0.010908453106427839,7.647,0.7872,177,3.413,4.143,8.986,112,24,87,11,230,51,842,70,495,23,5,18,5,86,12,132,28,104,3.078,4.569000000000001,0.0420463722977382,0.0051457975986277,0.1028321619939586,0.0507591277253872,1000,60.163335,24.915131,Ruoholahti
1201129,45930.245661660454,41431.36775005058,10.858627547009673,0.10308557787109467,0.3123886936784537,0.3296326570922155,-5.231266697261065,-0.05373064861051971,1241.1766427498324,3324.3448707585426,2840.189623293991,1.4808737859680265,1477.6111458698272,3699.140799868758,2560.7793548016957,1.4931159433814936,-0.8199066835855976,-0.008232864048191502,5.36,0.8551,65,1.431,4.096,9.007,37,16,34,6,181,15,411,40,190,18,4,11,6,69,9,96,27,84,2.694,2.6660000000000004,0.008724939696655,0.0017152658662092,0.0934762634165982,0.0001064810968446,1001,60.16436,24.91112,Länsiväylä
1201130,42783.73891893963,41740.71674891486,2.4988123138826537,0.02468102534160689,0.321635197187542,0.3283448773768736,-2.0434855700916703,-0.02064653610200274,1260.466086026015,2915.679809510234,2184.0713910046393,1.50814799938739,1440.8821246581747,3587.3419037155873,2562.562652598337,1.4949712331084029,0.8814060088360082,0.008775443010345415,8.711,0.7034,198,4.021,4.054,8.924,116,25,96,14,269,56,887,77,530,24,5,17,5,83,12,147,28,112,3.072,5.639,0.0420463722977382,0.0051457975986277,0.1028321619939586,0.0507591277253872,1000,60.16431,24.91405,Länsiväylä
1201131,45978.835162676645,41538.69002105499,10.689179507998576,0.10155590286049912,0.31276143828569997,0.3288908474189953,-4.904183032113101,-0.050285203020473526,1244.5285574341535,3281.720938550712,2864.5893722984365,1.482850749149491,1446.3630686281795,3714.822904460668,2530.180225414498,1.4881205716111436,-0.35412604073788523,-0.0035475455125317853,6.161,0.8803,101,2.447,4.326,9.304,49,17,41,6,204,20,488,47,235,14,2,5,6,63,3,52,21,37,2.492,3.669,0.0114197487962924,0.0042881646655231,0.0936419881160232,0.0403244527222177,995,60.16338,24.9044,Salmisaari
1201132,43865.35338471809,41460.68808980245,5.799868274513964,0.05637908839293137,0.3176196717552177,0.329153924187418,-3.504212340981471,-0.0356708297977731,1258.3647524495912,2989.377644820276,2335.0033904044817,1.5038976935962376,1439.7340394442176,3690.970749601192,2495.711107897958,1.4881552445059008,1.0578499218046078,0.010522938385195532,8.869,0.8307,164,4.832,4.313,9.284,104,24,88,10,298,51,833,76,485,15,2,8,6,64,3,52,20,38,2.504,6.365,0.0114197487962924,0.0042881646655231,0.0936419881160232,0.0403244527222177,995,60.16338,24.90505,Salmisaari
1201133,43320.59509924878,42506.63374276951,1.9149042980090705,0.018968007509817204,0.319661259771221,0.32549167858405015,-1.7912650910746957,-0.018075024390782988,1274.0132911437927,2965.4991071929358,2297.82251202316,1.5073209158344307,1330.3496624734432,3277.7890478609497,2486.7834009881585,1.497650081610849,0.6457338962102576,0.006436579667477233,8.179,0.8032,160,4.536,4.061,8.829,103,24,89,11,266,53,833,74,491,38,8,26,6,95,14,269,32,206,3.33,4.849,0.0209712009957963,0.0034305317324185,0.093861343338589,0.0015761476654224,1014,60.163552,24.919945,Itämerenkatu
1201134,44594.30075924917,42612.5679801041,4.650582851684388,0.04545683242194204,0.318182751557462,0.32512458280008333,-2.1351296118047776,-0.021582532428337825,1085.4422192634813,2658.4477376323252,2292.0626227271187,1.4966308334027936,1325.0821193391228,3256.0555949744958,2500.0483334649784,1.4981514997142216,-0.10150283944701664,-0.001015543884645296,6.405,0.6693,86,2.289,4.056,8.812,83,21,58,12,210,44,688,64,437,39,8,27,6,99,14,282,34,215,3.375,3.03,0.0209712009957963,0.0034305317324185,0.093861343338589,0.0015761476654224,1014,60.163533,24.920651,Itämerenkatu
1201135,43892.19902631243,41576.70064968395,5.569221079225006,0.054196675746499216,0.31805661768530963,0.3287375126965278,-3.2490648613862847,-0.033030188609523746,1254.288097038984,2951.0274047305065,2300.661412875694,1.5055287971499471,1403.9855242857511,3527.066620352584,2441.758113375025,1.492521897629861,0.8714712689134495,0.008676958765018684,8.97,0.8204,187,4.344,4.152,9.009,112,25,91,11,291,53,863,78,499,21,4,14,5,83,10,116,28,92,2.977,5.993,0.0420463722977382,0.0051457975986277,0.1028321619939586,0.0507591277253872,1000,60.16338,24.91418,Ruoholaht
1201136,43115.38926669926,41666.660062377916,3.4769506414780937,0.03417870280004824,0.32105110792519354,0.3284453701508075,-2.2512913554600695,-0.022770198007425066,1257.8292431967245,2902.2406958654014,2195.2512048381723,1.5086605088703953,1401.1910640549106,3509.7577189946273,2456.179983816972,1.4933703101275624,1.02387188489952,0.010186658221690396,8.199,0.7628,187,3.773,4.146,8.993,117,25,92,13,260,55,883,78,536,22,5,18,5,84,11,128,28,100,3.031,5.167999999999999,0.0420463722977382,0.0051457975986277,0.1028321619939586,0.0507591277253872,1000,60.16335,24.91484,Ruoholaht
