stop_id,weighted_net_income_hh_multi,weighted_net_income_hh_walk,percent_change_income,log_change_income,weighted_gini_multi,weighted_gini_walk,percent_change_gini,log_change_gini,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
1008,31698.048660521137,27209.549947997253,16.49604172469695,0.1526871098284023,31.67452632734983,32.31459991571348,-1.9807566549892601,-0.02000636593037623,4.786,0.6051,65,1.326,3.144,5.879,10,77,51,4,119,31,107,58,77,6,52,25,1,88,22,45,46,33,3.505,1.2809999999999997,Portazgo - Estadio De Vallecas,40.39252,-3.65798,1669,1.0367914805317069e-05,0.0019426906265177,0.082694084099763,0.0013825043973539
1009,28267.753764329736,27728.343032281464,1.9453406625137615,0.01926660780568876,30.61423450202769,31.2870956918328,-2.150602908088894,-0.02174065371929512,5.341,0.285,71,1.392,3.452,6.048,7,73,39,1,118,28,72,72,40,4,49,25,1,89,21,42,50,27,3.887,1.4540000000000002,Buenos Aires,40.39154,-3.65451,1345,4.073937403539973e-05,0.0019426906265177,0.0885629489440406,0.0048137350072478
101,64037.646715102484,66883.23114597476,-4.254555861186933,-0.043477139855023994,36.8447160647031,36.95854362052674,-0.3079871246885941,-0.0030846238110336746,4.464,0.4211,55,1.488,5.81,2.064,6,85,61,17,63,21,306,49,150,3,70,49,16,41,13,285,37,130,3.623,0.8410000000000002,Alberto Alcocer - Padre Damián,40.4595,-3.68564,1703,0.001866058922823,0.0019426906265177,0.0904061470911086,0.0063892457489341
1010,29234.43098438867,27753.722318952932,5.335171435453059,0.051977189115035356,31.097532728594256,31.198652317925745,-0.32411524799546887,-0.0032464163918252986,5.277,0.459,65,1.223,3.47,6.036,5,77,40,3,133,30,85,62,47,4,46,24,1,86,21,42,49,27,3.836,1.4410000000000005,Buenos Aires,40.39172,-3.65413,1345,4.073937403539973e-05,0.0019426906265177,0.0885629489440406,0.0048137350072478
1011,27642.074818444562,27605.55959555284,0.132274887474492,0.0013218748131432064,30.531548151552407,30.368360970234388,0.5373591991940799,0.005359205760638768,4.684,0.6529,47,0.868,3.709,6.15,4,60,38,1,97,24,61,65,40,2,43,18,0,76,18,40,39,24,3.463,1.221,Instituto Tirso De Molina,40.39124,-3.65125,1344,7.2674205519708495e-06,0.0009713453132588,0.0819143857415658,0.0011351117089971
1012,28159.070916199234,27631.80732259934,1.9081762819352748,0.01890198931347655,31.028671719583564,30.429352484143855,1.9695431762867834,0.019503986396511217,5.15,0.394,70,1.653,3.685,6.121,4,73,38,1,124,27,77,63,51,2,43,20,0,78,18,40,39,24,3.486,1.664,Instituto Tirso De Molina,40.39147,-3.65142,1344,7.2674205519708495e-06,0.0009713453132588,0.0819143857415658,0.0011351117089971
1013,28835.687934920195,27342.223143086114,5.462119096967894,0.05318164175805732,29.592446358984876,29.33639048399325,0.8728267887330541,0.00869039676383881,5.318,0.4008,68,2.042,4.169,6.428,4,60,35,0,112,22,63,63,39,3,43,23,0,71,15,41,39,22,3.368,1.95,Alto Del Arenal,40.38986,-3.64607,1565,1.7976758486423206e-06,0.0014570179698882,0.0768972213922916,0.0004453657869849
1014,27892.822981615962,27312.533595555138,2.124626717732479,0.021023712034673164,30.63067035317753,29.37177352047053,4.286077011419198,0.04196767728467408,4.899,0.5494,52,1.031,4.169,6.385,3,64,38,1,99,24,64,63,39,3,45,22,0,72,15,41,38,22,3.33,1.569,Alto Del Arenal,40.39036,-3.64574,1565,1.7976758486423206e-06,0.0014570179698882,0.0768972213922916,0.0004453657869849
1015,28446.15418703987,27325.553431967146,4.100926108825938,0.040190685931645154,29.49559366362369,29.102703565906328,1.3500123685334562,0.013409808947734091,5.344,0.6421,67,1.414,4.468,6.655,3,56,41,1,136,25,81,62,51,3,39,22,0,70,13,39,33,18,3.24,2.104,Avenida De La Albufera - Pablo Neruda,40.38854,-3.643,1567,1.9787084755296714e-06,0.0014570179698882,0.0773159100296646,0.0005508585466967
1016,28515.536025535625,27314.908841898607,4.395501338065475,0.043016397900462314,30.045102867019366,29.08066158639859,3.316435142836837,0.032626278574586755,5.752,0.4277,74,1.753,4.455,6.63,4,62,39,1,145,26,69,72,41,2,40,23,0,68,13,38,33,18,3.173,2.579,Avenida De La Albufera - Pablo Neruda,40.38879,-3.643,1567,1.9787084755296714e-06,0.0014570179698882,0.0773159100296646,0.0005508585466967
1017,28818.434464355432,27656.015257073403,4.203133374337885,0.04117201365005559,29.267677921904806,28.930621938640726,1.1650492131795338,0.011583147707432202,5.478,0.6179,70,1.967,4.774,6.898,4,57,49,1,131,21,88,58,48,2,28,24,0,54,10,39,31,15,2.972,2.506,Metro Miguel Hernández,40.38714,-3.63988,904,2.100482542261153e-06,0.0019426906265177,0.0771478886432612,0.0018287142737832
1018,28706.563196251314,27580.979086503263,4.081015783442059,0.03999940780959868,29.621021655228805,28.88261378384277,2.5565825756362357,0.025244485408708925,5.474,0.3548,71,1.581,4.77,6.877,2,59,42,0,132,24,73,61,45,2,29,20,0,55,10,38,31,15,2.819,2.655,Metro Miguel Hernández,40.38738,-3.63977,904,2.100482542261153e-06,0.0019426906265177,0.0771478886432612,0.0018287142737832
1019,28595.003693678365,27664.103507963297,3.3650112155165375,0.03309633599318925,29.089327539392677,28.84645767738856,0.841939986948524,0.008384154414608375,4.957,0.692,58,1.837,4.968,7.055,4,49,45,1,118,19,87,52,48,1,29,21,0,60,10,35,27,15,2.868,2.089,Avenida De La Albufera - Miguel Hernández,40.38624,-3.63792,903,8.24116031645006e-06,0.0014570179698882,0.082640979329721,0.0024138228604809
102,64101.76804349987,67131.52691900401,-4.513168424069407,-0.04618183726627568,36.80481671872789,36.88515956821918,-0.2178189017799791,-0.002180564721947105,4.345,0.5947,60,1.548,5.77,2.019,4,84,58,19,58,19,281,48,141,3,68,50,16,42,14,274,42,128,3.568,0.7769999999999997,Alberto Alcocer - Padre Damián,40.45913,-3.68539,1703,0.001866058922823,0.0019426906265177,0.0904061470911086,0.0063892457489341
1020,28589.67968140238,27653.076128483954,3.3869778124021486,0.03330882823639871,29.547449611592537,28.812055625439633,2.5523829181545334,0.02520353490737727,5.225,0.4596,68,1.226,4.968,7.038,2,56,41,0,126,24,73,58,45,1,26,21,0,61,10,34,27,15,2.818,2.407,Avenida De La Albufera - Miguel Hernández,40.38645,-3.63778,903,8.24116031645006e-06,0.0014570179698882,0.082640979329721,0.0024138228604809
1021,70425.91471049518,65514.484307953644,7.496709245935832,0.0722900494453664,30.82083128443142,30.908267792233698,-0.2828903528014827,-0.0028329124379315026,1.91,0.8487,14,0.34,10.837,7.006,0,10,7,0,57,2,47,13,14,0,11,6,0,68,4,37,18,13,2.815,-0.905,Metro Montecarmelo,40.50479,-3.69605,717,0.0013630091480151,0.0019426906265177,0.0871866531165311,0.0014794734890172
1022,69720.47778569238,69345.98697154639,0.5400324236493279,0.005385794771305987,30.560977051325306,30.867649756143894,-0.9935084376080434,-0.009984766665915164,1.807,0.8462,13,0.264,11.038,7.163,0,10,7,0,56,2,47,13,14,0,9,5,0,57,2,34,11,11,2.672,-0.8650000000000002,Monasterio Silos - Monasterio Liébana,40.50666,-3.69436,718,0.0036380578792508,0.0009713453132588,0.0954124189063948,0.0012132544740254
1023,29636.320712655335,28813.32050430917,2.856318514983659,0.02816286249692177,29.281306831473206,29.453628828923506,-0.585062025637669,-0.005867802184469661,6.351,0.5806,66,4.497,5.725,7.664,2,49,42,1,145,22,88,61,49,1,13,20,2,54,7,45,16,27,2.653,3.698,Avenida De La Albufera - Cocherón Villa,40.383,-3.63006,299,0.0001267925817015,0.0014570179698882,0.098141086749285,0.0052032366800904
1024,28548.55941564861,28853.58698550672,-1.05715649846699,-0.010627840945824548,29.04414681188246,29.451925103545967,-1.3845556452756702,-0.013942300188060346,4.623,0.7339,52,1.634,5.719,7.649,4,43,43,1,112,18,87,51,45,1,13,17,2,55,7,44,16,27,2.615,2.008,Avenida De La Albufera - Cocherón Villa,40.38317,-3.63002,299,0.0001267925817015,0.0014570179698882,0.098141086749285,0.0052032366800904
1025,70242.63709047013,71495.30237947052,-1.7520945395149283,-0.017676253934307825,30.794707827728086,31.472789001478446,-2.1544997925620994,-0.021780479841769465,1.979,0.8747,15,0.359,11.284,7.363,0,10,7,0,57,2,47,13,14,0,8,5,0,41,3,27,9,10,2.504,-0.5249999999999999,Monasterio Silos - Monasterio Sobrado,40.50892,-3.69247,680,0.0200052020096074,0.0009713453132588,0.1053735926305015,0.0021760253914999
1026,75225.52277015692,71423.48356478571,5.323234061976994,0.05186385517556442,32.093073648685056,31.236416667821405,2.742494409565701,0.027055617611333096,1.97,0.7621,16,0.333,11.359,7.459,0,9,7,0,55,2,37,13,13,0,7,5,0,42,3,28,8,11,2.323,-0.353,Monasterio Escorial - Monasterio Sobrado,40.50958,-3.69365,681,0.0206207783330014,0.0014570179698882,0.1053843791585628,0.0031471347122142
1027,30751.765382245125,28867.426448361413,6.527561219405727,0.06323355647336944,29.233991466808256,29.186560740793645,0.162508787643202,0.0016237688499583197,8.074,0.5707,94,5.246,6.119,7.905,4,52,47,2,175,22,103,63,57,2,19,23,2,70,7,49,27,27,3.379,4.695,Sierra Guadalupe,40.38256,-3.62514,303,0.0006963262471246,0.0043710539096648,0.1086199620173032,0.0622229951302146
1028,77472.35287976426,69544.96490963877,11.398938773534091,0.10794761518982555,32.89490236239988,30.8002919331017,6.800618753379613,0.06579353409219052,2.201,0.7273,19,0.341,11.115,7.262,0,9,7,0,57,2,37,13,13,0,8,6,0,56,2,32,10,11,2.677,-0.476,Monasterio Escorial - Monasterio Liébana,40.50732,-3.69556,719,0.0037428627173808,0.0009713453132588,0.0954212623968857,0.0012168730263747
1029,76238.49270347854,66666.66214904786,14.357746804588423,0.13416147861879318,33.04383785106129,30.72504880338959,7.546901105055009,0.07275685578245009,2.621,0.6707,22,0.507,10.93,7.117,0,9,8,1,65,3,38,15,13,0,10,6,0,65,3,37,13,12,2.75,-0.129,Metro Montecarmelo,40.50559,-3.69709,717,0.0013630091480151,0.0019426906265177,0.0871866531165311,0.0014794734890172
103,68383.71451326746,64975.29369809966,5.245718212532665,0.0511276036806637,37.195184057505756,37.28183349506543,-0.23241731813200758,-0.0023268782640083305,3.689,0.4874,42,0.978,6.073,2.268,3,65,39,16,51,15,253,41,112,3,62,50,14,34,12,251,31,126,3.414,0.2749999999999999,Padre Damián - Pedro Muguruza,40.46186,-3.68539,1688,0.0003295463326573,0.0009713453132588,0.0829238824003222,0.0008303628294639
1030,30276.80606932834,30751.861565434196,-1.5448024019457363,-0.015568588004456659,29.255240522923646,28.83796745485274,1.4469572750720614,0.014365887473894098,5.918,0.5323,66,5.941,6.555,8.344,2,41,37,1,137,19,82,54,44,2,21,25,2,81,8,57,33,32,3.333,2.585,Villa Vallecas,40.37969,-3.62128,331,0.0001265302781742,0.0014570179698882,0.0983285577841451,0.0199347863924854
1031,30279.264086759493,30896.785851032775,-1.9986602077336812,-0.020189036061315196,29.255453213973233,28.822099190923417,1.5035477470922263,0.014923565056225154,6.087,0.5475,69,5.998,6.545,8.312,2,41,37,1,137,19,84,54,44,2,22,25,2,81,7,55,32,32,3.209,2.878,Villa Vallecas,40.38009,-3.62114,331,0.0001265302781742,0.0014570179698882,0.0983285577841451,0.0199347863924854
1032,31920.228454648935,32356.083854398817,-1.3470585677525602,-0.013562137114031713,28.817804313651123,28.724136378028735,0.32609487153819383,0.0032556433526680383,2.218,0.6881,34,0.3,6.843,8.527,2,18,22,1,53,6,41,27,26,2,30,28,2,81,9,61,36,35,3.11,-0.8919999999999999,Real De Arganda,40.37946,-3.61762,342,2.229038123136741e-05,0.0009713453132588,0.0895801609745486,0.0018912180985252
1033,30869.183342048695,32398.095463981903,-4.719141974357577,-0.048341255674683836,28.77229818597862,28.72108930593466,0.1782971373351678,0.0017813837667172753,3.639,0.5585,42,1.664,6.846,8.52,2,21,29,1,84,8,58,33,36,3,28,28,2,80,9,61,36,35,3.074,0.565,Real De Arganda,40.3796,-3.61748,342,2.229038123136741e-05,0.0009713453132588,0.0895801609745486,0.0018912180985252
1034,34113.97327210727,33214.57989145553,2.707827055440538,0.026718140850946617,28.7423306985482,28.691542075482673,0.17701601026501945,0.0017685952157172388,1.976,0.554,24,0.595,7.107,8.633,2,20,19,2,51,4,37,30,26,3,28,25,2,69,8,49,37,31,2.809,-0.8330000000000002,Plaza Antonio María Segovia,40.38031,-3.61363,313,3.965119532191603e-06,0.0009713453132588,0.0822941646682653,0.0009342683304823
1035,31844.50839619912,33232.53104321331,-4.176698564455724,-0.04266430057078143,28.838951216518883,28.692598490188374,0.5100713564878244,0.005087748992468043,2.442,0.6745,36,0.3,7.093,8.63,2,18,25,1,55,6,50,24,28,3,28,25,2,69,8,50,37,31,2.83,-0.3879999999999999,Plaza Antonio María Segovia,40.38023,-3.61385,313,3.965119532191603e-06,0.0009713453132588,0.0822941646682653,0.0009342683304823
1036,34821.877491519714,33356.79395905411,4.392159313224215,0.042984384276370455,28.623122556283143,28.726206980432256,-0.3588514982828477,-0.0035949691479245393,2.129,0.4353,30,0.515,6.954,8.433,3,19,16,2,54,4,35,30,24,2,23,20,2,56,5,43,34,28,2.386,-0.2570000000000001,Enrique García Álvarez,40.38198,-3.61462,315,9.166755291202232e-07,0.0009713453132588,0.0762169165278549,2.123932900711801e-05
1037,32692.70064753492,32944.15766391412,-0.7632825794014415,-0.007662104892139937,28.815485568744247,28.747386553879355,0.2368876723359117,0.002366075358081032,1.877,0.6804,21,0.139,6.935,8.422,2,16,18,1,44,4,36,26,24,2,24,22,2,62,7,45,35,29,2.549,-0.6719999999999999,Enrique García Álvarez,40.38198,-3.61486,315,9.166755291202232e-07,0.0009713453132588,0.0762169165278549,2.123932900711801e-05
1038,34442.16517542251,35310.12596428359,-2.4581073138595566,-0.024888231689600412,28.50759746796555,28.583757990844187,-0.2664468503512845,-0.0026680245177123944,4.506,0.5337,58,4.427,7.035,8.318,2,30,31,3,105,8,56,39,33,1,16,14,2,46,3,32,19,20,2.037,2.4690000000000003,Avenida Santa Eugenia - Camino De Vasares,40.3846,-3.61218,322,7.259493572717426e-06,0.0014570179698882,0.0830108047089179,0.0020217268561061
1039,35094.00465376913,38472.10482256183,-8.780648171897326,-0.09190312031953539,29.410133995297876,28.01683857224603,4.973064392897166,0.04853360166863262,6.69,0.5168,77,10.332,7.303,8.375,11,60,59,5,157,17,145,66,80,1,10,9,1,36,2,13,12,6,2.205,4.485,Santa Eugenia,40.38651,-3.60793,319,0.0002181852343161,0.0024283632831471,0.0989808672243053,0.0077358050270376
104,74580.52921190797,65519.28904489736,13.829881702167665,0.12953488209845135,38.154787794901566,37.19329152776338,2.585133575554793,0.02552283932558701,3.359,0.3911,49,0.7,6.038,2.228,2,59,28,16,46,13,156,35,81,3,63,47,15,32,10,255,32,124,3.341,0.0179999999999997,Padre Damián - Pedro Muguruza,40.46154,-3.68516,1688,0.0003295463326573,0.0009713453132588,0.0829238824003222,0.0008303628294639
1040,40150.037480702485,39350.64884191396,2.0314497023923725,0.020110910187737117,30.129416342780793,28.02159938930889,7.522115080540696,0.07252636210127152,4.549,0.9053,58,2.837,7.534,8.639,16,47,56,3,104,8,163,51,84,1,12,9,1,33,2,13,14,6,2.297,2.252,Mediterráneo - Puentelarra,40.38474,-3.60585,317,0.0002922117941427,0.0024283632831471,0.0987293215056341,0.0020009736452991
1041,37579.66331005884,39599.74344482237,-5.101245510790446,-0.0523596049134509,28.291148668529374,28.015980667630167,0.9821822914703021,0.009773902334832805,2.957,0.4091,37,1.428,7.749,8.928,2,18,17,3,78,3,32,18,11,0,13,10,1,31,2,14,14,7,1.941,1.0159999999999998,Mediterráneo - Virgen De Las Viñas,40.38235,-3.60429,326,0.0002549089496522,0.0019426906265177,0.0979636502045865,0.0208475472464736
1042,38322.55160920428,39163.13768918687,-2.146370616812655,-0.021697401539161474,28.22203248220828,28.046969451275753,0.6241780640031482,0.0062223814092319816,2.774,0.2342,40,0.736,7.745,9.065,2,17,15,3,72,3,31,18,9,2,16,11,1,39,3,18,16,8,2.075,0.6989999999999998,Fuentespina,40.37997,-3.6056,328,7.936572963417313e-06,0.0009713453132588,0.0823171950585695,0.0189618094873679
1043,36676.70010917568,38000.851641969835,-3.4845312027999404,-0.03546689207298861,28.449712208720936,28.209263893900633,0.8523735880690294,0.008487613961333993,3.151,0.2503,43,0.924,7.603,9.011,2,21,24,4,74,3,51,21,24,2,17,15,3,57,3,27,18,12,2.432,0.7189999999999999,Avenida Santa Eugenia - Fuentespina,40.3793,-3.6078,325,1.5222180624606825e-06,0.0014570179698882,0.0762733839599925,0.0185082954403273
1044,35487.01982008299,36891.7103850708,-3.8076048801365814,-0.038819884249341075,28.56492134584982,28.209184276636098,1.2610682596318774,0.012531830168495243,2.901,0.1618,42,0.872,7.41,8.796,2,23,22,3,76,4,51,30,25,2,19,14,2,59,4,24,22,13,2.493,0.4079999999999999,Avenida Santa Eugenia - Virgen Las Viñas,40.38079,-3.60943,324,6.980205430408792e-07,0.0009713453132588,0.0717997001081005,0.0004788138321903
1045,34989.368822946526,35978.85697088792,-2.75019339480972,-0.02788719212708855,28.629027167112994,28.393869765956428,0.8281977873918221,0.00824787048353529,2.994,0.0808,42,0.901,7.265,8.604,3,24,25,3,78,4,53,34,29,2,17,13,2,56,4,30,26,17,2.422,0.5720000000000001,Avenida Santa Eugenia - Puentelarra,40.3824,-3.6104,316,2.559388640780831e-06,0.0014570179698882,0.0768197589822034,0.0011042715919621
1046,34939.91847985576,35160.52268799754,-0.6274201612397594,-0.006293967133950861,28.615413686262798,28.599440488383834,0.05585143487492865,0.0005583584376600126,2.905,0.2247,40,0.894,7.004,8.332,3,24,25,3,72,5,51,34,29,1,18,15,2,52,3,34,22,21,2.092,0.8129999999999997,Santa Eugenia,40.38406,-3.61285,322,7.259493572717426e-06,0.0014570179698882,0.0830108047089179,0.0020217268561061
1048,35639.951927623646,41644.084020505004,-14.417731195444237,-0.15569206443056988,29.463901975108733,29.14663027088223,1.0885364835586508,0.01082654571190012,4.452,0.4435,59,1.774,5.731,6.614,2,24,29,3,161,9,45,29,32,1,9,22,3,120,4,28,14,21,2.951,1.501,José Prat - Indalecio Prieto,40.39743,-3.62332,517,5.417387863396472e-05,0.0038853812530354,0.0916332888295505,0.0081706034865812
1049,52028.08494325779,39152.57836959896,32.88546274555536,0.2843173888388527,40.250626190305546,40.178502642656056,0.17950780369032157,0.0017934688098281823,5.575,0.5603,76,1.988,1.317,3.916,106,124,162,11,68,54,1654,47,244,86,86,153,3,30,51,1578,28,179,3.424,2.151,Carrera De San Jerónimo - Cedaceros,40.41657,-3.69924,1832,0.0233970469229955,0.0053423992229237,0.1375877046441697,0.172619413796366
105,68641.95287685555,64015.9306593612,7.226360953978999,0.06977193684051945,37.30168897581782,37.06163976423215,0.6477026195083253,0.00645614039764523,3.225,0.5612,47,0.767,6.167,2.309,2,61,37,15,44,14,234,36,111,3,61,50,14,36,12,250,32,116,3.521,-0.2959999999999998,Madre Molas,40.46267,-3.68456,1689,6.954267661866324e-05,0.0009713453132588,0.0769662081339712,4.719850890470668e-07
1051,30922.563608018805,30544.315409648192,1.2383587364709236,0.012307537946111722,28.923539877896577,28.939112030551563,-0.05381005691724858,-0.0005382453972407856,4.723,0.3211,60,3.803,6.817,8.616,2,24,33,1,114,10,70,39,39,2,23,22,1,87,8,53,36,30,3.06,1.6629999999999998,Montes De Barbanza,40.37784,-3.61908,343,2.230746475263872e-05,0.0009713453132588,0.0897911124678383,0.0161815871176694
1052,35705.16700523292,35111.42217128791,1.6910304317736897,0.01676891683248855,29.192682330929404,29.07259036403271,0.4130762528999376,0.004122254351589943,5.407,0.4034,85,2.347,4.249,5.368,1,60,50,2,231,16,81,56,83,1,38,26,0,128,10,40,36,55,3.157,2.25,Hacienda De Pavones 204,40.40242,-3.63997,1549,2.9171228338667167e-05,0.0009713453132588,0.0918048867487069,0.0005257984391302
1053,36203.68025579493,35147.10883641938,3.0061403465446093,0.029618415479636187,29.314045485090915,29.06397958482123,0.8603980041338989,0.008567176757539308,5.296,0.5649,90,2.455,4.257,5.356,1,58,47,1,222,17,67,57,78,1,38,26,0,127,11,40,36,55,3.16,2.136,Hacienda De Pavones 155,40.4026,-3.63985,1549,2.9171228338667167e-05,0.0009713453132588,0.0918048867487069,0.0005257984391302
1054,35607.46970897807,36133.95320277821,-1.457032644188139,-0.014677516114668778,29.183544434476765,29.205863655897378,-0.07642034381717774,-0.0007644955904712072,6.426,0.2923,95,2.437,4.62,5.65,4,60,51,2,240,19,91,61,80,1,32,21,1,165,8,28,32,26,3.529,2.897,Fuente Carrantona - Hacienda De Pavones,40.40139,-3.63573,1520,5.795410546677839e-05,0.0019426906265177,0.0917926084436717,0.0026607122850938
1055,34671.48401067016,36040.73320716265,-3.799171311587997,-0.03873221412887583,29.24875923146,29.163847881252266,0.2911527674724896,0.002907297387101751,5.488,0.4103,90,1.762,4.594,5.637,2,57,48,2,224,17,82,54,80,1,33,20,1,165,8,30,32,28,3.486,2.002,Fuente Carrantona - Hacienda De Pavones,40.40138,-3.63605,1520,5.795410546677839e-05,0.0019426906265177,0.0917926084436717,0.0026607122850938
1056,37599.607055281034,39053.88122851143,-3.723763496696201,-0.03794866291798468,29.17375694328294,29.074336833279332,0.3419514280711206,0.00341368103588006,5.687,0.342,80,1.729,4.708,5.526,3,47,39,2,211,10,66,45,65,2,28,16,0,171,8,16,27,24,3.297,2.39,Fuente Carrantona - Luis De Hoyos,40.4034,-3.63439,1517,0.0001915313259813,0.0024283632831471,0.098615834091671,0.0083362175221619
1057,36174.05667051237,38699.41238471071,-6.525566045018433,-0.06748222071980348,29.19901758975056,29.128147772178483,0.2433035499763854,0.00243008046106451,6.389,0.4833,111,2.697,4.674,5.511,2,56,53,3,243,16,82,55,78,2,29,18,0,171,8,17,27,24,3.291,3.0980000000000003,Fuente Carrantona - Luis De Hoyos,40.40335,-3.6348,1517,0.0001915313259813,0.0024283632831471,0.098615834091671,0.0083362175221619
1058,37776.69395088371,42973.0701255351,-12.092168791923582,-0.12888129302338563,29.091341947904457,28.831306126733836,0.9019217514030807,0.00897878728923591,5.549,0.4166,75,1.491,4.947,5.345,2,42,36,4,210,11,62,45,51,1,18,10,0,145,4,13,21,16,3.204,2.345,Fuente Carrantona - García Tapia,40.40716,-3.63134,1547,0.0009461421123958,0.0019426906265177,0.1074859051994153,0.0154118561154048
