stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,Unnamed: 27,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,weighted_gini_walk,weighted_gini_multi,weighted_net_income_hh_walk,weighted_net_income_hh_multi
5359,2.884,0.1806,43,0.611,4.78,9.2,2,21,7,0,57,5,9,20,9,0,10,1,0,38,3,4,11,2,2.626,0.258,6225,Orcasitas,40.36888,-3.71547,635,5.958159612801339e-07,0.0014570179698882,0.071920081036711,0.0010439264745538,28.529592,30.681889,30177.0,29516.0
5360,8.108,0.3032,126,2.754,0.298,4.587,103,152,195,10,168,52,1166,93,251,58,71,97,2,57,28,483,46,102,3.667,4.441000000000001,6226,Delicias - Atocha,40.40681,-3.69316,1674,0.0258983711186268,0.0038853812530354,0.1326931752271702,0.0753256087216554,34.755876,33.687969,38535.0,41254.0
5361,4.104,0.6518,45,1.082,5.1,5.171,2,31,19,3,181,7,29,35,25,1,15,10,0,117,3,13,15,13,3.019,1.085,6227,Fuente Carrantona - José Bergamín,40.41034,-3.62968,1546,0.0050132434110292,0.0014570179698882,0.1189279731993299,0.0159706360783012,28.724374,28.809867,46216.0,39926.0
5362,4.977,0.2846,64,1.189,5.081,5.148,2,35,31,3,196,9,53,36,45,1,13,9,0,116,3,13,15,14,3.005,1.9720000000000004,6228,Fuente Carrantona - José Bergamín,40.41046,-3.62991,1546,0.0050132434110292,0.0014570179698882,0.1189279731993299,0.0159706360783012,28.719237,29.155044,46221.0,39246.0
5363,6.344,0.3473,123,2.635,8.081,4.205,8,68,69,9,110,22,305,47,141,3,17,24,3,48,8,79,17,19,2.69,3.654,6229,Hospital La Paz - Maternidad,40.48006,-3.68856,2093,0.2952805247388481,0.0048567265662943,0.1290909090909091,0.0874760402775212,31.164911,31.313218,46916.0,46537.0
5365,5.496,0.5174,83,1.453,6.043,2.954,13,109,160,13,91,36,481,55,271,9,78,122,6,66,18,353,30,184,3.663,1.8330000000000009,6230,Metro Tetuán,40.4613,-3.69822,1727,0.0091199187609555,0.0019426906265177,0.0985875029925784,0.0100183503955107,35.065531,35.122732,41608.0,43260.0
5367,3.544,0.4363,60,0.798,6.77,6.607,2,24,15,1,52,10,32,45,17,2,16,11,1,39,7,18,22,10,3.022,0.5220000000000002,6231,Artilleros - Calahorra,40.40772,-3.60985,503,0.0006599006008887,0.0029140359397765,0.0981036782923575,0.0037956004444989,29.119373,28.958572,29026.0,31608.0
5370,3.038,0.5361,36,0.489,6.086,5.046,5,8,15,4,24,4,65,10,23,2,0,0,0,14,1,13,4,1,2.921,0.1169999999999999,6232,Paraninfo - Informática,40.45279,-3.72966,767,5.181269484560794e-09,0.0014570179698882,0.0631227198871823,0.0001456208852592,38.108217,35.965537,74850.0,62052.0
5371,2.955,0.4813,39,0.508,5.487,9.741,2,26,18,1,105,8,34,32,24,2,32,14,1,114,9,35,33,39,2.925,0.0300000000000002,6233,Alianza - Coalición,40.35775,-3.68841,425,1.2369140847982906e-05,0.0019426906265177,0.0818622773536895,0.0035089440901552,29.923435,30.316521,30315.0,30199.0
5376,1.963,0.4401,14,0.156,1.799,3.585,28,59,72,9,13,29,722,36,133,92,101,166,6,36,49,1687,48,250,3.52,-1.557,6234,Hortaleza,40.42123,-3.70035,1837,0.0007779786444206,0.0009713453132588,0.1102130392891553,0.0011638204160421,40.276827,40.187347,44663.0,52985.0
5377,5.186,0.1164,81,2.116,3.459,1.24,14,90,69,21,68,24,291,89,135,9,66,41,17,39,19,246,56,101,3.704,1.4819999999999998,6235,Velázquez - María De Molina,40.43796,-3.68289,1971,0.0013291542137605,0.0019426906265177,0.1006747506356346,0.000997443995317,39.318157,37.43551,63043.0,60198.0
5378,5.188,0.5801,63,1.389,3.596,7.979,8,56,28,2,165,18,92,59,50,1,16,6,1,74,8,16,27,8,3.157,2.031,6236,Glorieta De Málaga,40.37508,-3.69543,639,0.0006689256903087,0.0019426906265177,0.0992576166602391,0.0018515059167488,32.338407,31.064102,27835.0,30357.0
5379,5.319,0.6959,72,1.953,3.551,7.925,9,58,35,2,184,20,142,60,62,1,14,6,1,65,6,15,24,7,3.158,2.161,6237,Glorieta De Málaga,40.37541,-3.69457,639,0.0006689256903087,0.0019426906265177,0.0992576166602391,0.0018515059167488,32.33478,31.778028,28329.0,32072.0
5380,6.329,0.7893,101,2.16,3.409,7.798,9,77,52,2,214,23,176,79,82,1,16,7,1,63,7,20,26,5,3.217,3.112,6238,Hospital 12 Octubre,40.37681,-3.6956,638,0.0022622602183678,0.0043710539096648,0.1098660690464756,0.0350344671817066,32.810025,31.610417,28229.0,32628.0
5381,3.358,0.4442,30,1.638,5.377,8.501,3,43,34,3,92,12,80,39,40,1,38,29,2,90,8,52,36,39,3.062,0.2960000000000002,6239,Concejal Francisco Jiménez - Berlanas,40.39963,-3.75232,907,1.9580918949810543e-05,0.0009713453132588,0.0912394203926086,0.0021149182545754,30.694994,31.548678,33815.0,31564.0
5382,6.405,0.2672,94,2.744,8.806,5.351,10,60,47,11,155,19,208,57,123,4,23,13,6,61,8,69,26,53,2.896,3.5090000000000003,6240,Valencia De Don Juan - Patones,40.48588,-3.70372,2015,0.0450666466820613,0.0014570179698882,0.1077389984825493,0.011553988821974,29.057094,30.530854,53900.0,47388.0
5383,2.987,0.3753,35,0.324,5.314,5.837,0,19,11,1,152,6,15,24,16,0,15,21,2,145,4,26,23,25,2.987,0.0,6241,El Cairo,40.40405,-3.62715,1442,5.902598368434694e-06,0.0009713453132588,0.0824820734687337,0.0004276887147651,29.144963,28.921758,43144.0,41430.0
5384,3.475,0.3338,41,0.886,5.269,5.682,1,23,16,1,157,6,18,28,20,1,15,21,2,150,5,20,23,22,3.035,0.4399999999999999,6242,Laponia,40.4056,-3.62758,1441,3.115123916914499e-05,0.0009713453132588,0.0888035883722936,0.0012756110510122,28.789567,28.952854,45028.0,40599.0
5385,3.751,0.4963,58,0.504,5.208,5.969,0,27,32,3,187,9,38,32,36,0,17,23,3,158,5,30,21,26,2.89,0.8609999999999998,6243,Luis De Hoyos - Damasco,40.4016,-3.62871,1518,3.442002154588993e-06,0.0009713453132588,0.0777891117911519,0.0001231476523765,29.447212,29.487011,41049.0,39541.0
5386,2.837,0.2378,36,0.413,5.234,5.977,0,19,20,2,172,5,29,20,30,0,16,22,3,157,5,30,20,25,2.886,-0.0489999999999999,6244,Luis De Hoyos - Damasco,40.4017,-3.62838,1518,3.442002154588993e-06,0.0009713453132588,0.0777891117911519,0.0001231476523765,29.502445,28.883962,41389.0,43435.0
5387,4.844,0.4692,86,0.786,5.175,6.092,1,37,35,3,203,11,43,36,41,0,18,23,3,150,5,31,22,27,3.077,1.7670000000000003,6245,Centro De Salud Pavones,40.39982,-3.62943,1519,1.4260854547818035e-05,0.0019426906265177,0.0843195872066833,0.0010517735251508,29.421312,29.411968,39312.0,38294.0
5390,2.243,0.7104,24,0.786,10.195,7.377,0,7,3,0,21,2,15,10,4,0,7,3,0,17,2,10,5,4,1.725,0.5179999999999998,6246,Medina De Pomar,40.45187,-3.58456,260,0.0037394155032764,0.0009713453132588,0.0913244034418522,3.062284208698233e-06,28.861969,29.197315,50000.0,51788.0
5394,5.614,0.2911,74,1.951,4.175,1.146,12,105,68,27,76,27,371,89,144,13,64,33,16,50,13,192,60,68,3.684,1.93,6247,República Argentina,40.44465,-3.68461,1968,0.0049407462170237,0.0029140359397765,0.116577963990488,0.0112889890746118,38.39344,38.316016,64469.0,61628.0
5395,4.058,0.6536,35,1.343,9.537,5.13,1,11,18,4,87,3,61,17,24,1,11,22,5,56,4,68,13,28,3.116,0.9419999999999996,6248,Pi Y Margall - Blasco Ibáñez,40.48978,-3.65829,940,0.0001973966289092,0.0009713453132588,0.0838696537678207,4.338027055613361e-05,29.89236,29.628648,53984.0,51929.0
5396,4.774,0.4951,46,1.171,9.385,4.963,1,16,19,3,106,4,63,25,26,1,12,19,5,50,4,62,14,27,2.899,1.875,6249,Alcalde Moreno Torres,40.48779,-3.65591,942,0.0008434672433664,0.0019426906265177,0.091199007839837,0.0023719816637494,29.838842,29.889952,53333.0,47194.0
5397,5.214,0.5116,46,3.161,9.421,4.987,1,16,19,3,107,5,62,25,25,0,7,17,1,39,2,37,11,22,2.886,2.3280000000000003,6250,Pi Y Margall - Príncipe Carlos,40.48679,-3.65083,820,0.0003903758150161,0.0014570179698882,0.0848652213337729,0.000240497131462,29.192172,30.000042,51012.0,47156.0
5398,5.739,0.5243,59,2.319,9.454,5.021,1,18,23,5,120,6,78,29,35,0,7,17,1,37,2,37,10,23,2.772,2.967,6251,Pi Y Margall - Príncipe Carlos,40.48709,-3.65075,820,0.0003903758150161,0.0014570179698882,0.0848652213337729,0.000240497131462,29.189122,29.860564,51700.0,54046.0
5399,5.431,0.3934,49,2.141,9.414,4.983,1,18,21,3,109,6,64,25,26,0,8,14,0,48,1,23,11,14,3.117,2.314,6252,Pi Y Margall - Alcalá Zamora,40.48576,-3.6476,821,0.0005905801840781,0.0014570179698882,0.0872198924047951,0.0008930353986833,29.116826,30.102441,43931.0,45500.0
5400,5.241,0.5184,50,1.319,9.448,5.017,1,16,20,5,110,4,69,25,26,0,9,14,0,47,1,26,11,15,3.047,2.1939999999999995,6253,Pi Y Margall - Alcalá Zamora,40.4861,-3.64762,821,0.0005905801840781,0.0014570179698882,0.0872198924047951,0.0008930353986833,29.110122,29.877178,45121.0,47513.0
5401,4.691,0.3936,43,1.829,9.474,5.044,1,15,20,3,100,5,62,25,25,0,7,13,0,47,1,18,10,10,3.102,1.589,6254,Sanchinarro,40.48602,-3.64658,821,0.0005905801840781,0.0014570179698882,0.0872198924047951,0.0008930353986833,29.21837,29.611594,44639.0,47208.0
5402,5.436,0.506,62,2.081,9.476,5.05,1,17,22,5,107,5,78,25,35,1,11,18,3,48,3,57,11,26,2.848,2.588,6255,Alcalde Moreno Torres,40.48834,-3.65465,942,0.0008434672433664,0.0019426906265177,0.091199007839837,0.0023719816637494,29.67459,30.005638,52824.0,55853.0
5403,3.12,0.53,34,0.784,9.367,4.953,1,17,21,5,60,4,74,19,33,1,12,21,5,55,4,68,15,28,3.045,0.0750000000000001,6256,Ingeniero Herrera - Moreno Torres,40.48801,-3.65753,941,0.0040155381876821,0.0009713453132588,0.099743254371942,0.0031925178494922,29.848845,29.918297,53846.0,57338.0
5404,3.892,0.3579,46,1.041,9.228,4.832,1,22,30,5,65,4,85,22,41,1,12,21,4,50,3,65,15,27,2.798,1.094,6257,Metro Virgen Del Cortijo,40.48741,-3.66073,954,0.022741427260179,0.0024283632831471,0.1104435981333476,0.0114297584961684,29.881091,30.177137,53740.0,59558.0
5405,3.529,0.4004,38,1.878,9.215,4.837,1,17,18,4,59,5,61,20,22,1,14,18,4,57,4,62,16,27,2.733,0.7959999999999998,6258,Avenida De Manoteras - Fuente De La Mora,40.48774,-3.66294,955,0.0042688422688474,0.0009713453132588,0.0997384227862817,0.0003298910113487,29.917282,30.146777,54792.0,58834.0
5407,2.857,0.4434,32,0.557,9.205,4.849,1,14,15,4,51,4,61,18,27,1,8,8,4,40,3,41,13,11,2.251,0.6060000000000003,6259,Virgen Del Cortijo,40.48806,-3.66517,952,0.0023312541418591,0.0009713453132588,0.0937485771524837,3.1461552098392146e-05,30.022849,29.95841,53159.0,57111.0
5408,3.821,0.3339,37,1.913,9.203,4.872,1,17,22,4,53,5,74,20,30,1,8,5,4,36,3,40,6,9,2.098,1.7230000000000003,6260,Avenida De Manoteras,40.4884,-3.66731,953,0.0094237258165863,0.0019426906265177,0.1032960417398284,0.0031887605983041,30.119603,30.251501,52785.0,58770.0
5409,3.88,0.3467,40,1.862,9.2,4.896,1,18,23,4,53,5,76,20,31,1,7,5,4,34,3,40,6,7,2.1,1.7799999999999998,6261,Avenida De Manoteras - Oña,40.4887,-3.66942,953,0.0094237258165863,0.0019426906265177,0.1032960417398284,0.0031887605983041,30.247477,30.303096,52508.0,59342.0
5411,2.689,0.3788,25,0.241,7.9,3.467,0,19,15,0,55,5,31,23,14,3,26,17,0,78,7,15,38,10,3.409,-0.7199999999999998,6262,Estación Hortaleza - Virgen Del Carmen,40.47361,-3.65595,580,0.00051517626678,0.0009713453132588,0.0871423734552226,0.0071343444587013,31.137152,30.273411,38650.0,37546.0
5412,3.66,0.5381,41,0.379,7.902,3.468,1,32,26,1,89,7,45,33,29,3,24,15,0,75,7,18,38,10,3.427,0.2330000000000001,6263,Estación Hortaleza - Virgen Del Carmen,40.47369,-3.65618,580,0.00051517626678,0.0009713453132588,0.0871423734552226,0.0071343444587013,31.189527,30.329227,38956.0,42655.0
5413,2.586,0.5568,21,0.257,8.333,3.899,0,17,13,0,52,5,14,21,7,2,21,16,0,65,7,16,31,11,3.193,-0.6070000000000002,6264,Estación Hortaleza - Chaves Nogales,40.47718,-3.65389,584,0.0029279403773167,0.0009713453132588,0.0946710193572118,0.0080204193997323,30.557063,30.15344,35908.0,36844.0
5414,2.966,0.0369,29,0.457,8.321,3.887,0,18,16,1,70,4,33,26,15,2,21,16,0,66,7,16,31,11,3.183,-0.2169999999999996,6265,Estación Hortaleza - Chaves Nogales,40.47717,-3.65423,584,0.0029279403773167,0.0009713453132588,0.0946710193572118,0.0080204193997323,30.605753,30.479959,36089.0,39006.0
5415,2.957,0.429,22,0.363,8.557,4.124,0,16,18,0,71,5,26,21,17,2,21,16,0,68,7,18,30,12,3.153,-0.1960000000000001,6266,Estación Hortaleza - Polideportivo,40.47886,-3.65226,583,0.0166821832915932,0.0014570179698882,0.1038168708717793,0.0113720701562386,30.0365,30.023928,34718.0,39181.0
5416,2.988,0.2287,24,0.329,8.552,4.119,0,20,18,0,65,5,31,27,15,2,18,15,0,62,7,15,28,12,3.071,-0.0830000000000001,6267,Estación Hortaleza - Polideportivo,40.47889,-3.65252,583,0.0166821832915932,0.0014570179698882,0.1038168708717793,0.0113720701562386,30.064285,30.660477,34780.0,39098.0
5417,3.693,0.2015,31,0.734,9.123,4.693,1,13,19,1,88,3,51,23,24,2,11,11,0,57,3,14,11,9,3.018,0.6750000000000003,6268,Alcalá Zamora - Antonio Saura,40.48321,-3.64851,540,0.0029407784326087,0.0009713453132588,0.0944668746559001,0.0016856400482961,29.256045,29.482483,38515.0,46011.0
5418,2.772,0.5525,21,0.338,9.171,4.74,0,18,20,0,57,5,26,23,18,1,12,12,0,60,3,15,14,9,3.226,-0.4540000000000002,6269,Alcalá Zamora - Antonio Saura,40.48369,-3.64856,540,0.0029407784326087,0.0009713453132588,0.0944668746559001,0.0016856400482961,29.20017,30.013251,38619.0,38211.0
5419,3.793,0.5306,39,0.811,9.931,5.507,0,9,21,4,67,3,62,19,26,0,8,19,2,53,3,39,14,25,2.836,0.9570000000000004,6270,Ingeniero Herrera - Príncipe Carlos,40.49235,-3.65342,909,0.0003507278747445,0.0019426906265177,0.0839038304808476,0.0012568213511611,29.480367,29.453609,55213.0,55833.0
5420,3.679,0.2855,39,1.197,9.875,5.451,1,11,19,4,65,3,59,18,25,0,8,19,3,53,3,40,14,25,2.887,0.7919999999999998,6271,Ingeniero Herrera - Príncipe Carlos,40.49188,-3.65366,909,0.0003507278747445,0.0019426906265177,0.0839038304808476,0.0012568213511611,29.418987,29.558673,54701.0,52276.0
5421,4.686,0.4636,43,1.212,10.039,5.628,1,12,26,4,86,4,93,24,34,0,9,19,5,56,4,39,15,25,2.9,1.786,6272,Metro Blasco Ibáñez,40.49399,-3.65602,910,0.000284897078737,0.0024283632831471,0.0841369728669499,0.002234437016355,29.436681,29.765971,56076.0,56680.0
5423,4.686,0.4636,43,1.212,10.108,5.701,1,12,26,4,86,4,93,24,34,0,8,18,5,57,4,42,14,24,2.939,1.747,6273,Ana De Austria - Príncipe Carlos,40.49479,-3.65671,910,0.000284897078737,0.0024283632831471,0.0841369728669499,0.002234437016355,29.448869,29.765971,56796.0,56680.0
5424,4.616,0.362,45,1.717,10.118,5.713,1,12,22,4,85,4,84,21,31,0,8,18,5,57,4,43,14,24,2.932,1.6839999999999995,6274,Ana De Austria - Príncipe Carlos,40.49495,-3.65703,910,0.000284897078737,0.0024283632831471,0.0841369728669499,0.002234437016355,29.448644,29.808673,57034.0,55863.0
5425,3.868,0.5428,35,1.213,10.392,5.978,0,11,25,5,75,2,76,24,30,0,4,15,2,52,3,36,13,20,2.885,0.983,6275,Ana De Austria - Alcalá Zamora,40.49693,-3.65434,883,6.159578567031327e-05,0.0009713453132588,0.0776424450394057,0.0001438719281883,29.747813,29.388839,59811.0,59034.0
5426,4.047,0.3397,40,1.123,10.419,6.007,0,10,21,4,70,4,63,20,26,0,5,15,2,51,3,35,14,20,2.943,1.1039999999999996,6276,Ana De Austria - Alcalá Zamora,40.49724,-3.65458,883,6.159578567031327e-05,0.0009713453132588,0.0776424450394057,0.0001438719281883,29.712235,29.55342,59726.0,56098.0
5427,4.438,0.4103,46,0.943,9.98,5.567,1,11,22,4,83,4,87,20,31,0,8,19,5,55,4,40,15,25,2.911,1.5269999999999997,6277,Metro Blasco Ibáñez,40.49342,-3.65598,910,0.000284897078737,0.0024283632831471,0.0841369728669499,0.002234437016355,29.448591,29.76009,55736.0,55813.0
5436,3.452,0.3514,53,0.887,3.026,6.855,6,37,10,0,72,14,11,40,11,1,29,7,0,48,10,6,26,7,2.366,1.086,6278,Mejorana - Lagartera,40.3828,-3.67374,1397,0.0027689116907178,0.0024283632831471,0.1169222032935831,0.0076006954895565,31.964555,31.409162,24837.0,25755.0
5437,3.452,0.3402,55,0.891,3.313,7.082,6,37,10,0,72,14,11,40,11,3,31,10,0,60,10,7,32,7,2.801,0.6509999999999998,6279,Plaza De Las Regiones,40.38072,-3.67162,1397,0.0027689116907178,0.0024283632831471,0.1169222032935831,0.0076006954895565,31.444981,31.409157,25387.0,25755.0
5442,5.634,0.4525,82,1.792,1.347,3.419,111,125,163,11,69,54,1657,48,244,77,70,87,4,27,37,1111,21,130,3.408,2.2260000000000004,6280,Cibeles,40.41898,-3.69357,1832,0.0233970469229955,0.0053423992229237,0.1375877046441697,0.172619413796366,41.813445,40.211516,52402.0,51912.0
5443,6.289,0.4604,87,2.419,1.303,3.42,107,139,175,13,70,63,1754,59,271,79,74,86,4,28,38,1133,23,140,3.641,2.648,6281,Cibeles - Ayuntamiento,40.41868,-3.693,1832,0.0233970469229955,0.0053423992229237,0.1375877046441697,0.172619413796366,41.888182,40.549828,53435.0,54422.0
5445,2.557,0.6483,35,0.569,8.387,8.065,1,15,11,0,34,5,17,17,12,0,4,5,0,18,1,2,8,2,1.96,0.597,6282,Vicálvaro,40.40556,-3.5908,530,9.811532319877817e-06,0.0004856726566294,0.0849527581796426,0.0,27.378268,28.47209,34381.0,31405.0
5447,5.331,0.3769,69,1.108,3.714,1.838,23,101,52,20,49,34,497,76,148,10,65,34,13,28,18,280,52,82,3.617,1.7140000000000004,6283,Museo Ciencias Naturales,40.44064,-3.69216,1405,0.0145973745365809,0.0014570179698882,0.1275396432111001,0.0260184135933133,39.539443,40.093506,64817.0,67310.0
5449,5.193,0.1443,63,1.159,4.502,2.535,21,110,123,20,78,38,512,59,269,11,70,66,7,54,26,287,33,140,3.348,1.845,6284,Fernández Villaverde - Maudes,40.44689,-3.70085,1805,0.0042129107204397,0.0009713453132588,0.1146181251391672,0.0,35.463266,35.629013,47779.0,47080.0
5451,5.839,0.2904,127,1.849,2.346,2.187,22,129,82,25,113,31,569,56,176,13,94,64,22,66,19,415,39,135,3.688,2.151,6285,Alcalá - Goya,40.42506,-3.67484,1467,0.0119609741476916,0.0038853812530354,0.119168885287649,0.0062025309339691,37.529778,37.08579,56379.0,57804.0
5452,5.724,0.3536,105,1.69,3.183,1.257,12,131,100,24,95,34,435,68,182,6,91,62,19,53,20,344,42,119,3.713,2.011,6286,Diego De León,40.43369,-3.67522,1955,0.0056710686314796,0.0029140359397765,0.1124522119060622,0.0167874832064314,37.48588,36.423174,55885.0,53935.0
5453,9.806,0.3044,128,10.646,0.236,4.303,111,162,199,13,203,59,1261,108,276,67,62,90,2,51,28,528,34,97,3.774,6.031999999999999,6287,Ministerio De Agricultura,40.40897,-3.69125,1675,0.049151308726837,0.0063137445361826,0.1482468140254877,0.5362911117674126,35.704707,34.071745,40298.0,41928.0
5454,2.688,0.6565,40,0.367,1.594,4.619,47,62,110,5,62,37,889,36,112,81,82,160,5,61,53,1316,40,159,3.382,-0.694,6288,Plaza Mayor,40.41313,-3.70682,1875,0.0004013234663351,0.0024283632831471,0.1035037450359422,0.0039253705888274,37.95222,36.403595,35784.0,37900.0
5455,3.032,0.605,35,0.683,5.657,10.09,0,17,7,0,69,4,9,23,5,0,4,0,0,24,0,1,5,0,2.041,0.991,6289,Rafaela Ybarra - Centro De Mayores,40.36005,-3.7151,2151,1.4285261816706192e-06,0.0009713453132588,0.0768599051849639,0.0048469101356446,29.429923,29.436577,33226.0,30154.0
5456,6.881,0.6444,108,3.211,8.562,5.873,5,62,42,9,210,17,124,57,120,3,31,16,3,123,7,37,30,50,3.467,3.414,6290,Herrera Oria - Gómez De La Serna,40.48027,-3.7223,2021,0.0021955656640204,0.003399708596406,0.091199007839837,0.0207302710564983,30.338952,30.002456,47975.0,47802.0
5458,6.584,0.3396,84,2.692,5.513,2.937,4,78,54,6,142,24,149,70,100,2,50,34,4,64,17,98,49,73,3.55,3.034,6291,Ciudad Lineal,40.43719,-3.63781,2135,2.5941768315234382e-05,0.0024283632831471,0.0750528541226215,0.0056841217412521,33.123188,31.829008,34965.0,34003.0
5459,7.001,0.293,124,3.248,6.585,2.812,11,95,121,14,107,28,410,60,196,5,60,70,9,50,15,261,34,115,3.713,3.2880000000000003,6292,Plaza Castilla,40.46656,-3.68761,2108,0.2368874327432232,0.0048567265662943,0.1195563813726628,0.0492575614871302,36.621586,34.863416,52262.0,47955.0
5460,1.315,0.4612,14,0.13,6.886,11.163,0,8,7,0,31,3,11,9,7,0,12,6,0,37,5,10,16,5,2.086,-0.7709999999999999,6293,Burjasot,40.34514,-3.6915,272,0.0001366259765155,0.0014570179698882,0.0887385251907081,2.359925445235334e-07,31.601279,31.721297,24702.0,24053.0
5461,2.095,0.5741,19,0.429,7.117,11.356,1,16,14,1,50,5,19,20,17,0,8,1,0,32,2,3,11,0,1.78,0.3150000000000001,6294,San Cristóbal,40.34305,-3.68846,274,8.730965751348984e-05,0.0009713453132588,0.0887347009136355,0.0,32.072728,31.110009,24040.0,26348.0
5462,3.331,0.5489,53,0.761,7.236,11.514,2,29,17,1,88,10,25,37,28,0,6,1,0,32,3,7,11,2,2.207,1.124,6295,Rocafort - Moncada,40.34199,-3.69193,275,0.0003742724946339,0.0029140359397765,0.0973660566510616,0.0068308029684376,31.974595,30.740068,23719.0,28054.0
5465,2.488,0.7596,27,0.228,5.63,10.063,0,16,18,0,60,5,15,24,18,0,4,0,0,21,0,1,5,0,2.024,0.4639999999999999,6296,Rafaela Ybarra - Centro De Mayores,40.36036,-3.71524,2151,1.4285261816706192e-06,0.0009713453132588,0.0768599051849639,0.0048469101356446,29.28684,30.321268,33364.0,29336.0
5466,3.529,0.2675,45,0.781,5.014,1.483,1,43,38,3,89,12,66,41,42,2,48,44,2,77,12,83,47,73,3.314,0.2149999999999998,6297,Torrelaguna - Avenida De Badajoz,40.44309,-3.6537,1885,0.0105799922275969,0.0014570179698882,0.1019963342745331,0.0033628733569601,32.191654,32.176922,45669.0,57515.0
5467,5.339,0.485,56,1.45,1.363,5.397,18,80,79,7,176,16,239,56,133,10,22,23,5,84,3,80,17,31,2.858,2.4810000000000003,6298,Metro Méndez Álvaro,40.39658,-3.68161,1660,0.0032024001441437,0.0024283632831471,0.1195841561156928,0.0040436244076958,30.610803,31.651369,45593.0,41015.0
5470,4.058,0.5761,41,0.937,4.989,1.361,10,77,58,15,50,19,242,57,135,11,61,28,17,53,10,187,55,82,3.53,0.528,6299,Sagrados Corazones,40.45197,-3.68391,1711,0.0036237404140944,0.0024283632831471,0.114905965734695,0.0245137903026338,36.883228,36.875703,69467.0,61207.0
5471,5.297,0.3529,76,1.012,1.5,4.866,18,87,77,8,167,27,185,67,134,12,57,60,8,112,16,141,43,107,3.336,1.961,6300,Pacífico,40.40076,-3.67413,1649,0.0011438654457373,0.0019426906265177,0.1087748956627397,0.0018189366008261,31.9174,32.1033,42234.0,40667.0
5472,4.989,0.5577,75,1.351,2.734,4.361,2,65,45,0,163,20,79,54,88,2,37,31,0,105,15,52,41,55,3.084,1.905,6301,Corregidor Alonso Aguilar,40.40666,-3.65745,1603,7.232383633264095e-06,0.0019426906265177,0.0814477848101265,0.0013113391326549,30.567333,29.481551,35346.0,37348.0
5473,3.597,0.4899,49,1.018,2.737,4.329,3,47,37,1,118,16,83,46,65,2,40,33,0,108,15,54,43,55,3.122,0.4750000000000001,6302,Corregidor Alonso Aguilar,40.40697,-3.65741,1603,7.232383633264095e-06,0.0019426906265177,0.0814477848101265,0.0013113391326549,30.51829,30.692409,35888.0,38626.0
5481,2.352,0.522,38,0.668,8.251,11.861,0,23,14,1,54,4,26,27,33,0,24,13,1,45,5,27,28,36,2.226,0.1259999999999999,6303,San Ignacio,40.37511,-3.77746,1255,2.1891379429907453e-06,0.0024283632831471,0.0793571263393201,0.0021898953500165,27.722785,27.648839,31871.0,31769.0
5482,2.158,0.2393,27,0.494,6.102,6.426,1,7,19,3,57,3,25,11,16,3,14,23,3,83,5,38,18,24,3.205,-1.0470000000000002,6304,Tren De Arganda,40.40329,-3.6179,519,1.1439846622430736e-05,0.0009713453132588,0.083951724700318,0.0,29.355454,29.058632,34389.0,41143.0
5483,2.11,0.649,20,0.17,6.482,7.232,1,10,16,1,50,3,14,17,15,1,8,20,3,50,4,28,14,19,3.014,-0.904,6305,Centro De Transfusiones,40.3956,-3.61477,501,6.516766578251093e-06,0.0009713453132588,0.0849562634098036,0.0008033019914616,28.800234,27.66305,40781.0,39157.0
5484,2.524,0.6622,25,0.22,6.684,7.406,1,12,22,3,61,3,25,18,21,1,9,17,2,43,3,25,10,19,2.907,-0.383,6306,Faunia,40.39506,-3.61248,492,2.34676502578844e-06,0.0014570179698882,0.0783515354465542,0.0006467436401645,28.777303,27.877236,39750.0,39507.0
5485,2.647,0.5047,34,0.508,6.686,7.383,1,11,23,3,62,4,26,15,19,1,10,20,2,42,3,26,12,20,2.972,-0.3250000000000002,6307,Faunia,40.39542,-3.61236,492,2.34676502578844e-06,0.0014570179698882,0.0783515354465542,0.0006467436401645,28.681049,28.150409,39603.0,40415.0
5486,2.639,0.6807,38,0.304,7.157,7.685,2,15,17,0,53,6,25,21,19,1,10,6,0,31,2,5,12,10,2.69,-0.0510000000000001,6308,Minerva - Molino Viejo,40.39588,-3.6066,488,1.7499381233765505e-06,0.0009713453132588,0.078396283886689,0.0003593820232645,27.660265,28.185396,37334.0,34708.0
5487,3.145,0.7012,37,0.558,7.125,7.646,2,19,26,3,68,6,37,24,27,1,10,6,0,31,2,10,13,10,2.639,0.5060000000000002,6309,Minerva - Molino Viejo,40.39613,-3.60692,488,1.7499381233765505e-06,0.0009713453132588,0.078396283886689,0.0003593820232645,27.743583,28.400075,37055.0,35554.0
